acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc,epoch
0.211,2.13,0.316,1.975,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,2
0.289,1.993,0.336,1.847,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,3
0.324,1.863,0.239,2.313,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,4
0.362,1.777,0.379,1.732,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,5
0.375,1.72,0.295,2.038,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,6
0.403,1.638,0.404,1.642,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,7
0.424,1.593,0.409,1.563,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,8
0.446,1.529,0.424,1.59,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,9
0.469,1.466,0.421,1.631,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,10
0.496,1.41,0.437,1.527,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,11
0.512,1.382,0.464,1.491,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,12
0.517,1.335,0.487,1.479,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,13
0.532,1.29,0.475,1.47,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,14
0.552,1.242,0.474,1.458,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,15
0.566,1.22,0.491,1.463,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,16
0.58,1.187,0.49,1.416,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,17
0.589,1.145,0.492,1.498,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,18
0.594,1.109,0.481,1.486,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,19
0.624,1.064,0.495,1.484,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,20
0.626,1.047,0.489,1.477,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,21
0.645,1.001,0.495,1.42,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,22
0.662,0.965,0.49,1.499,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,23
0.659,0.942,0.494,1.466,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,24
0.678,0.906,0.5,1.481,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,25
0.688,0.861,0.502,1.559,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,26
0.696,0.842,0.511,1.559,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,27
0.702,0.845,0.495,1.505,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,28
0.702,0.816,0.496,1.548,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,29
0.728,0.761,0.51,1.61,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,30
0.707,0.783,0.53,1.584,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,31
0.735,0.748,0.498,1.69,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,32
0.749,0.721,0.51,1.554,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,33
0.759,0.686,0.49,1.834,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,34
0.765,0.669,0.481,1.726,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,35
0.776,0.645,0.516,1.608,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,36
0.784,0.605,0.509,1.795,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,37
0.775,0.63,0.522,1.592,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,38
0.786,0.611,0.5,1.769,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,39
0.804,0.567,0.537,1.671,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,40
0.801,0.559,0.487,1.817,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,41
0.798,0.57,0.523,1.658,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,42
0.8,0.558,0.536,1.722,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,43
0.813,0.537,0.513,1.883,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,44
0.825,0.512,0.523,1.717,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,45
0.834,0.493,0.506,1.923,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,46
0.826,0.506,0.522,1.713,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,47
0.831,0.489,0.505,1.912,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,48
0.821,0.507,0.523,1.788,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,49
0.844,0.454,0.511,1.858,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,50
0.845,0.443,0.512,1.851,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,51
0.845,0.444,0.526,1.85,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,52
0.852,0.419,0.526,1.821,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,53
0.849,0.449,0.533,1.741,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,54
0.859,0.412,0.518,1.858,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,55
0.859,0.391,0.528,1.805,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,56
0.867,0.385,0.516,2.124,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,57
0.868,0.379,0.536,2.137,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,58
0.862,0.395,0.535,1.959,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,59
0.863,0.382,0.524,2.049,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.458,60
0.136,2.283,0.105,2.317,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,1
0.201,2.153,0.236,2.106,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,2
0.281,2.004,0.255,2.016,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,3
0.313,1.894,0.308,1.849,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,4
0.349,1.814,0.314,1.868,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,5
0.368,1.74,0.365,1.769,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,6
0.392,1.681,0.342,1.786,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,7
0.421,1.61,0.306,1.997,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,8
0.447,1.55,0.39,1.656,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,9
0.46,1.496,0.429,1.565,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,10
0.485,1.445,0.482,1.497,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,11
0.503,1.395,0.473,1.492,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,12
0.52,1.331,0.444,1.632,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,13
0.541,1.313,0.498,1.454,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,14
0.532,1.277,0.508,1.476,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,15
0.556,1.242,0.509,1.437,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,16
0.571,1.19,0.503,1.492,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,17
0.585,1.152,0.484,1.58,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,18
0.612,1.099,0.467,1.5,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,19
0.607,1.096,0.497,1.468,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,20
0.63,1.049,0.457,1.678,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,21
0.644,1.024,0.537,1.458,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,22
0.638,0.988,0.46,1.572,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,23
0.651,0.978,0.518,1.461,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,24
0.662,0.941,0.536,1.464,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,25
0.683,0.888,0.543,1.437,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,26
0.692,0.868,0.531,1.55,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,27
0.689,0.859,0.478,1.619,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,28
0.711,0.817,0.527,1.593,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,29
0.704,0.821,0.512,1.621,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,30
0.718,0.776,0.516,1.599,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,31
0.734,0.759,0.514,1.587,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,32
0.737,0.736,0.512,1.632,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,33
0.755,0.714,0.533,1.523,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,34
0.748,0.702,0.514,1.709,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,35
0.762,0.672,0.526,1.618,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,36
0.769,0.664,0.54,1.693,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,37
0.773,0.637,0.516,1.696,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,38
0.777,0.637,0.553,1.6,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,39
0.788,0.602,0.54,1.583,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,40
0.797,0.572,0.467,1.982,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,41
0.803,0.587,0.547,1.686,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,42
0.803,0.562,0.558,1.676,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,43
0.799,0.566,0.546,1.709,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,44
0.82,0.538,0.52,1.84,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,45
0.827,0.496,0.54,1.74,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,46
0.82,0.507,0.517,1.957,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,47
0.828,0.496,0.54,1.806,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,48
0.823,0.498,0.535,1.74,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,49
0.836,0.475,0.554,1.707,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,50
0.833,0.472,0.545,1.825,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,51
0.841,0.463,0.547,1.751,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,52
0.835,0.473,0.543,1.724,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,53
0.855,0.427,0.513,1.931,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,54
0.848,0.449,0.549,1.741,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,55
0.846,0.438,0.559,1.91,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,56
0.853,0.413,0.545,1.818,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,57
0.867,0.398,0.55,1.811,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,58
0.868,0.387,0.55,1.898,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,59
0.86,0.402,0.538,1.943,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.505,60
0.145,2.279,0.213,2.217,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,1
0.202,2.161,0.255,2.062,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,2
0.275,2.009,0.341,1.855,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,3
0.32,1.871,0.347,1.78,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,4
0.347,1.809,0.247,2.061,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,5
0.365,1.747,0.389,1.666,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,6
0.393,1.658,0.408,1.61,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,7
0.414,1.621,0.371,1.617,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,8
0.444,1.598,0.35,1.773,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,9
0.447,1.533,0.4,1.597,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,10
0.481,1.444,0.418,1.639,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,11
0.481,1.443,0.419,1.544,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,12
0.505,1.374,0.401,1.646,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,13
0.513,1.353,0.429,1.566,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,14
0.542,1.297,0.428,1.659,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,15
0.54,1.293,0.378,1.955,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,16
0.564,1.235,0.471,1.476,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,17
0.573,1.177,0.446,1.59,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,18
0.579,1.174,0.438,1.591,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,19
0.592,1.131,0.489,1.456,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,20
0.612,1.086,0.391,2.032,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,21
0.617,1.071,0.488,1.457,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,22
0.627,1.033,0.493,1.438,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,23
0.649,1.023,0.476,1.542,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,24
0.645,0.991,0.47,1.512,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,25
0.66,0.953,0.471,1.545,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,26
0.67,0.933,0.509,1.413,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,27
0.672,0.926,0.508,1.548,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,28
0.679,0.897,0.499,1.53,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,29
0.702,0.852,0.475,1.507,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,30
0.71,0.826,0.518,1.498,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,31
0.715,0.82,0.475,1.501,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,32
0.71,0.804,0.486,1.715,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,33
0.729,0.753,0.461,1.739,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,34
0.727,0.763,0.516,1.534,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,35
0.748,0.732,0.473,1.648,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,36
0.747,0.715,0.455,1.702,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,37
0.755,0.681,0.506,1.618,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,38
0.748,0.723,0.52,1.473,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,39
0.762,0.671,0.522,1.527,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,40
0.775,0.643,0.494,1.672,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,41
0.784,0.635,0.491,1.638,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,42
0.785,0.605,0.527,1.565,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,43
0.805,0.579,0.515,1.658,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,44
0.784,0.576,0.535,1.549,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,45
0.797,0.587,0.513,1.659,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,46
0.805,0.552,0.515,1.666,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,47
0.818,0.52,0.524,1.649,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,48
0.811,0.533,0.513,1.689,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,49
0.821,0.521,0.506,1.792,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,50
0.815,0.534,0.492,1.821,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,51
0.828,0.502,0.471,2.044,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,52
0.822,0.519,0.5,2.03,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,53
0.825,0.483,0.529,1.608,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,54
0.828,0.486,0.527,1.646,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,55
0.836,0.464,0.54,1.759,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,56
0.841,0.464,0.505,1.793,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,57
0.847,0.461,0.53,1.675,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,58
0.853,0.443,0.426,2.602,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,59
0.842,0.459,0.521,1.802,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.399,60
0.128,2.294,0.18,2.219,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,1
0.191,2.195,0.193,2.167,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,2
0.25,2.045,0.154,2.345,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,3
0.312,1.925,0.249,2.007,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,4
0.32,1.88,0.25,2.101,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,5
0.36,1.771,0.252,2.092,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,6
0.375,1.748,0.358,1.779,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,7
0.389,1.648,0.368,1.682,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,8
0.429,1.586,0.373,1.745,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,9
0.451,1.547,0.341,1.992,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,10
0.451,1.539,0.398,1.619,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,11
0.471,1.502,0.352,1.736,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,12
0.483,1.429,0.415,1.574,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,13
0.504,1.383,0.432,1.582,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,14
0.513,1.361,0.407,1.651,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,15
0.545,1.282,0.332,1.996,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,16
0.543,1.309,0.458,1.502,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,17
0.562,1.251,0.475,1.43,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,18
0.572,1.209,0.477,1.459,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,19
0.58,1.188,0.383,1.725,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,20
0.599,1.15,0.392,1.852,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,21
0.587,1.138,0.401,1.724,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,22
0.609,1.088,0.445,1.603,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,23
0.638,1.021,0.44,1.607,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,24
0.63,1.041,0.461,1.581,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,25
0.643,0.99,0.476,1.531,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.306,26
