acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc,epoch
0.622,1.062,0.534,1.342,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,23
0.64,1.034,0.579,1.292,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,24
0.643,1.017,0.555,1.321,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,25
0.651,0.987,0.61,1.202,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,26
0.654,0.986,0.546,1.472,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,27
0.656,0.967,0.577,1.355,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,28
0.66,0.973,0.561,1.273,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,29
0.665,0.943,0.587,1.267,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,30
0.664,0.946,0.583,1.204,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,31
0.679,0.924,0.556,1.383,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,32
0.694,0.891,0.531,1.506,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,33
0.688,0.884,0.577,1.272,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,34
0.697,0.868,0.557,1.412,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,35
0.697,0.882,0.59,1.195,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,36
0.701,0.865,0.599,1.196,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,37
0.703,0.862,0.587,1.156,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,38
0.705,0.836,0.563,1.511,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,39
0.71,0.838,0.622,1.199,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,40
0.712,0.82,0.591,1.29,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,41
0.721,0.803,0.611,1.277,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,42
0.728,0.803,0.559,1.582,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,43
0.726,0.804,0.564,1.592,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,44
0.734,0.787,0.602,1.295,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,45
0.726,0.786,0.588,1.4,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,46
0.738,0.773,0.6,1.327,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,47
0.724,0.786,0.599,1.343,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,48
0.737,0.757,0.627,1.176,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,49
0.738,0.757,0.608,1.272,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,50
0.74,0.748,0.584,1.388,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,51
0.752,0.728,0.609,1.245,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,52
0.742,0.754,0.602,1.305,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,53
0.745,0.729,0.604,1.276,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,54
0.754,0.718,0.597,1.292,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,55
0.751,0.718,0.594,1.242,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,56
0.751,0.727,0.604,1.252,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,57
0.756,0.721,0.562,1.616,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,58
0.754,0.717,0.605,1.177,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,59
0.761,0.703,0.603,1.376,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,60
0.758,0.729,0.573,1.289,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,61
0.759,0.702,0.599,1.297,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,62
0.769,0.696,0.634,1.186,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,63
0.768,0.693,0.587,1.343,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,64
0.765,0.696,0.613,1.228,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,65
0.771,0.668,0.605,1.272,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,66
0.768,0.702,0.596,1.384,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,67
0.77,0.675,0.632,1.253,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,68
0.765,0.696,0.562,1.583,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,69
0.765,0.688,0.61,1.169,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,70
0.763,0.696,0.627,1.34,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,71
0.77,0.663,0.577,1.742,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,72
0.769,0.683,0.596,1.272,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,73
0.777,0.67,0.621,1.179,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,74
0.771,0.676,0.634,1.218,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,75
0.765,0.671,0.602,1.233,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,76
0.777,0.658,0.614,1.305,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,77
0.784,0.647,0.572,1.326,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,78
0.771,0.678,0.634,1.275,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,79
0.772,0.657,0.587,1.315,2,emboss,0.298,gaussian-blur,0.273,0.478,1,0.588,80
0.19,2.17,0.236,2.086,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,1
0.292,1.957,0.214,2.248,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,2
0.333,1.856,0.371,1.708,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,3
0.377,1.741,0.418,1.585,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,4
0.397,1.664,0.403,1.644,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,5
0.434,1.581,0.403,1.614,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,6
0.448,1.535,0.438,1.547,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,7
0.475,1.466,0.406,1.737,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,8
0.487,1.418,0.509,1.374,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,9
0.508,1.382,0.47,1.421,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,10
0.524,1.344,0.477,1.453,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,11
0.534,1.304,0.532,1.336,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,12
0.543,1.274,0.514,1.357,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,13
0.551,1.246,0.496,1.502,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,14
0.56,1.231,0.523,1.351,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,15
0.576,1.19,0.417,1.759,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,16
0.599,1.164,0.514,1.361,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,17
0.598,1.135,0.53,1.355,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,18
0.608,1.119,0.453,1.602,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,19
0.615,1.09,0.5,1.466,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,20
0.618,1.08,0.548,1.341,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,21
0.638,1.044,0.543,1.409,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,22
0.636,1.029,0.493,1.623,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,23
0.645,1.003,0.546,1.305,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,24
0.658,0.985,0.53,1.475,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,25
0.661,0.978,0.546,1.402,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,26
0.648,0.979,0.561,1.307,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,27
0.671,0.941,0.553,1.291,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,28
0.678,0.912,0.551,1.488,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,29
0.674,0.912,0.463,1.983,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,30
0.686,0.901,0.542,1.447,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,31
0.683,0.901,0.565,1.313,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,32
0.694,0.879,0.556,1.31,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,33
0.7,0.855,0.554,1.34,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,34
0.698,0.851,0.509,1.565,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,35
0.705,0.857,0.571,1.458,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,36
0.718,0.826,0.585,1.302,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,37
0.712,0.828,0.577,1.308,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,38
0.718,0.809,0.559,1.33,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,39
0.719,0.802,0.547,1.434,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,40
0.716,0.807,0.588,1.272,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,41
0.723,0.785,0.556,1.446,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,42
0.737,0.741,0.549,1.533,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,43
0.73,0.766,0.529,1.804,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,44
0.736,0.763,0.566,1.449,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,45
0.735,0.763,0.534,1.627,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,46
0.737,0.752,0.591,1.349,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,47
0.742,0.737,0.605,1.312,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,48
0.754,0.726,0.568,1.432,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,49
0.739,0.737,0.561,1.485,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,50
0.747,0.736,0.585,1.439,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,51
0.754,0.702,0.527,1.894,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,52
0.753,0.702,0.564,1.526,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,53
0.762,0.676,0.563,1.541,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,54
0.76,0.679,0.581,1.5,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,55
0.771,0.668,0.554,1.455,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,56
0.762,0.691,0.601,1.42,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,57
0.774,0.654,0.615,1.516,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,58
0.768,0.68,0.586,1.403,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,59
0.77,0.662,0.576,1.442,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,60
0.773,0.666,0.58,1.333,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,61
0.767,0.662,0.56,1.644,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,62
0.774,0.672,0.603,1.423,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,63
0.783,0.65,0.611,1.462,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,64
0.771,0.643,0.551,1.569,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,65
0.773,0.653,0.6,1.398,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,66
0.788,0.63,0.568,1.412,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,67
0.788,0.623,0.587,1.421,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,68
0.786,0.62,0.56,1.469,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,69
0.787,0.619,0.537,1.609,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,70
0.777,0.631,0.591,1.222,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,71
0.791,0.622,0.586,1.447,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,72
0.784,0.633,0.579,1.451,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,73
0.788,0.627,0.588,1.336,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,74
0.789,0.619,0.584,1.431,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,75
0.789,0.619,0.584,1.558,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,76
0.796,0.595,0.613,1.412,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,77
0.796,0.585,0.594,1.526,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,78
0.789,0.606,0.569,1.429,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,79
0.799,0.6,0.576,1.426,2,emboss,0.298,gaussian-blur,0.273,0.478,2,0.523,80
0.18,2.196,0.173,2.206,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,1
0.282,1.967,0.311,1.92,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,2
0.343,1.83,0.385,1.694,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,3
0.372,1.745,0.385,1.697,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,4
0.407,1.642,0.366,1.707,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,5
0.439,1.589,0.406,1.629,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,6
0.455,1.515,0.446,1.521,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,7
0.47,1.485,0.466,1.508,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,8
0.495,1.413,0.431,1.539,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,9
0.5,1.389,0.464,1.465,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,10
0.53,1.336,0.504,1.436,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,11
0.537,1.298,0.466,1.444,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,12
0.551,1.262,0.473,1.509,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,13
0.567,1.232,0.493,1.385,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,14
0.565,1.243,0.464,1.653,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,15
0.578,1.201,0.512,1.413,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,16
0.593,1.161,0.482,1.47,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,17
0.599,1.131,0.452,1.715,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,18
0.608,1.116,0.545,1.338,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,19
0.615,1.092,0.527,1.374,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,20
0.619,1.074,0.528,1.424,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,21
0.628,1.05,0.539,1.368,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,22
0.638,1.036,0.541,1.384,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,23
0.646,1.007,0.476,1.559,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,24
0.652,0.995,0.552,1.379,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,25
0.665,0.968,0.58,1.291,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,26
0.657,0.961,0.544,1.407,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,27
0.675,0.94,0.552,1.363,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,28
0.671,0.934,0.56,1.351,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,29
0.675,0.934,0.549,1.341,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,30
0.679,0.892,0.57,1.4,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,31
0.689,0.891,0.562,1.307,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,32
0.693,0.886,0.523,1.584,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,33
0.703,0.859,0.562,1.469,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,34
0.707,0.847,0.581,1.284,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,35
0.71,0.852,0.564,1.303,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,36
0.709,0.839,0.565,1.321,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,37
0.708,0.817,0.571,1.404,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,38
0.713,0.823,0.569,1.404,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,39
0.727,0.802,0.586,1.266,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,40
0.731,0.783,0.534,1.488,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,41
0.73,0.774,0.54,1.565,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,42
0.724,0.788,0.555,1.498,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,43
0.729,0.769,0.573,1.273,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,44
0.727,0.771,0.589,1.352,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,45
0.746,0.743,0.594,1.316,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,46
0.742,0.738,0.574,1.38,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,47
0.743,0.76,0.55,1.357,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,48
0.752,0.726,0.606,1.237,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,49
0.749,0.732,0.549,1.613,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,50
0.742,0.727,0.583,1.322,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,51
0.752,0.717,0.594,1.201,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,52
0.752,0.719,0.588,1.444,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,53
0.756,0.721,0.444,2.396,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,54
0.753,0.716,0.534,1.643,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,55
0.755,0.72,0.581,1.384,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,56
0.757,0.702,0.547,1.718,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,57
0.763,0.705,0.584,1.371,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,58
0.768,0.687,0.585,1.473,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,59
0.773,0.686,0.596,1.421,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,60
0.77,0.676,0.561,1.353,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,61
0.774,0.687,0.587,1.283,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,62
0.766,0.683,0.542,1.709,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,63
0.768,0.682,0.595,1.388,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,64
0.776,0.651,0.584,1.376,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,65
0.773,0.674,0.586,1.289,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,66
0.778,0.668,0.592,1.344,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,67
0.759,0.699,0.58,1.666,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,68
0.774,0.665,0.598,1.322,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,69
0.78,0.657,0.571,1.636,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,70
0.779,0.657,0.478,1.913,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,71
0.787,0.637,0.563,1.72,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,72
0.769,0.668,0.6,1.452,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,73
0.791,0.648,0.594,1.548,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,74
0.78,0.648,0.563,1.581,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,75
0.779,0.655,0.619,1.229,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,76
0.776,0.683,0.571,1.482,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,77
0.779,0.652,0.602,1.318,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,78
0.796,0.626,0.62,1.335,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,79
0.788,0.63,0.548,1.823,2,emboss,0.298,gaussian-blur,0.273,0.478,3,0.478,80
