acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc
0.626,1.056,0.513,1.729,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.635,1.063,0.44,1.865,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.632,1.065,0.496,1.851,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.625,1.068,0.459,1.647,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.63,1.059,0.525,1.619,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.648,0.992,0.467,1.632,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.655,0.991,0.505,1.707,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.642,1.039,0.519,1.542,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.648,0.978,0.472,1.948,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.664,0.972,0.437,1.789,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.656,0.974,0.464,1.834,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.671,0.949,0.438,2.118,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.667,0.966,0.445,2.278,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.66,0.964,0.57,1.424,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.668,0.92,0.513,1.762,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.669,0.936,0.536,1.45,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.67,0.92,0.508,1.799,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.686,0.919,0.506,1.602,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.666,0.947,0.553,1.518,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.688,0.914,0.54,1.532,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
0.686,0.909,0.501,1.801,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.482
