INFO:root:run_bayesianopt ran with args: (), and kwargs: {'dataset_name': 'cifar10', 'model_name': 'basiccnn', 'num_classes': 10, 'train_set_size': 2000, 'opt_iterations': 10000, 'opt_samples': 3, 'opt_initial_points': 10, 'child_epochs': 50, 'child_first_train_epochs': 0, 'child_batch_size': 64, 'opt_last_n_epochs': 5}
INFO:root:1, 0.5313333332803514, ['dropout', 0.8442657485810175, 'invert', 0.8472517387841256, 'dropout', 0.38438170729269994, 0.29753460654447234]
INFO:root:2, 0.5044444444179534, ['crop', 0.27265629458011326, 'emboss', 0.8121687287754934, 'emboss', 0.39278479610082984, 0.8360787635373778]
INFO:root:3, 0.5212222222752041, ['translate-y', 0.6481718720511973, 'translate-y', 0.9571551589530466, 'rotate', 0.8700872583584366, 0.4736080452737106]
INFO:root:4, 0.5734444444179534, ['brighten', 0.5204774795512049, 'coarse-dropout', 0.7206326547259169, 'dropout', 0.5373732294490108, 0.7586156243223574]
INFO:root:5, 0.5149999999999999, ['gaussian-blur', 0.47360041934665753, 'rotate', 0.7369181771289582, 'shear', 0.13521817340545209, 0.32414100779321414]
INFO:root:6, 0.5360000000794729, ['rotate', 0.2223213882515877, 'sharpen', 0.9025984755294049, 'emboss', 0.6130634578841325, 0.9023485831739845]
INFO:root:7, 0.509888888809416, ['gaussian-blur', 0.969809067746749, 'coarse-dropout', 0.17090958513604518, 'translate-y', 0.7506861412184564, 0.6078306687154679]
INFO:root:8, 0.5634444443914626, ['translate-y', 0.03842542647273473, 'coarse-dropout', 0.9589492686245206, 'coarse-dropout', 0.635058873603564, 0.9952995676778879]
INFO:root:9, 0.5256666667461396, ['dropout', 0.4143685882263689, 'emboss', 0.6235101011318683, 'translate-y', 0.6747523222590208, 0.31720174206929613]
INFO:root:10, 0.5318888887829252, ['brighten', 0.9495710534507423, 'coarse-dropout', 0.013571635612109837, 'dropout', 0.6736596308357895, 0.971945002499666]
INFO:root:11, 0.5247777778042688, ['gaussian-blur', 0.18403043439534975, 'coarse-dropout', 0.4939968365542081, 'clouds', 0.21915005240940405, 0.6208343670243843]
INFO:root:12, 0.4697777777512868, ['gaussian-blur', 0.8940112233233828, 'crop', 0.7182190944680572, 'gaussian-blur', 0.23394931944759895, 0.7679566076771406]
INFO:root:13, 0.5682222223016951, ['gaussian-blur', 0.9659500379822585, 'additive-gaussian-noise', 0.31208180045067807, 'dropout', 0.09477334422261666, 0.8394167293268763]
INFO:root:14, 0.4755555556615194, ['gaussian-blur', 0.9342653335339156, 'sharpen', 0.7140538516051252, 'clouds', 0.19354193880845877, 0.7761374147740874]
INFO:root:15, 0.5322222225401136, ['gaussian-blur', 0.8198604062069326, 'coarse-dropout', 0.45167465255724926, 'rotate', 0.07597014891303878, 0.7534607237442477]
INFO:root:16, 0.5451111110051472, ['additive-gaussian-noise', 0.963420331521177, 'translate-x', 0.967906968537164, 'translate-y', 0.15411813375743247, 0.7956952236576107]
INFO:root:17, 0.5110000001324548, ['gaussian-blur', 0.9334007109312517, 'coarse-dropout', 0.7277553299392536, 'rotate', 0.45779594618263564, 0.779381273274473]
INFO:root:18, 0.48588888880941605, ['gaussian-blur', 0.9192384945532167, 'translate-y', 0.7228886746836819, 'brighten', 0.9212785190288598, 0.8309443448441934]
INFO:root:19, 0.4762222223281861, ['gaussian-blur', 0.9209833972466533, 'translate-y', 0.8068106151337463, 'gamma-contrast', 0.38252441840992335, 0.9877044559020416]
INFO:root:20, 0.5488888889153798, ['gaussian-blur', 0.941459371171951, 'additive-gaussian-noise', 0.861628138487877, 'emboss', 0.2368780645186273, 0.9406997998483768]
INFO:root:21, 0.48977777788374155, ['gaussian-blur', 0.9812361075474427, 'translate-x', 0.6865054131866872, 'crop', 0.2544696018461678, 0.9058682709617725]
INFO:root:22, 0.5438888888888889, ['gaussian-blur', 0.8904359709326293, 'gaussian-blur', 0.2757580246432408, 'additive-gaussian-noise', 0.28045625335397023, 0.9470035185344967]
INFO:root:23, 0.5305555555025736, ['emboss', 0.9084423742968152, 'coarse-dropout', 0.7473491223743791, 'translate-x', 0.17850833710223193, 0.9871961951588322]
INFO:root:24, 0.5790000001589457, ['gaussian-blur', 0.9180423419993297, 'sharpen', 0.7139282544456711, 'dropout', 0.5024118050564903, 0.34792949113259636]
INFO:root:25, 0.536777777724796, ['gaussian-blur', 0.9146408926763362, 'shear', 0.6052676104404181, 'translate-x', 0.10769099644887628, 0.7743533971021372]
INFO:root:26, 0.45655555560853756, ['gaussian-blur', 0.9358253114458036, 'crop', 0.6939273781964389, 'gaussian-blur', 0.5983767597511505, 0.7132924564448344]
INFO:root:27, 0.549888889312744, ['sharpen', 0.936524037725713, 'sharpen', 0.6883653095940757, 'coarse-dropout', 0.6349096519114578, 0.5937585156301002]
INFO:root:28, 0.5382222221692403, ['gaussian-blur', 0.9797628565692116, 'gamma-contrast', 0.7169467089260444, 'gamma-contrast', 0.6803117002701882, 0.6673083235407564]
INFO:root:29, 0.4655555556350284, ['gaussian-blur', 0.9340775815737408, 'brighten', 0.4575780196420379, 'fog', 0.6241290827954841, 0.7192122468311635]
INFO:root:30, 0.49400000007947287, ['gaussian-blur', 0.9357771840705624, 'rotate', 0.6935297900826949, 'gamma-contrast', 0.5087037293014885, 0.6506443660027004]
INFO:root:31, 0.49322222259309545, ['emboss', 0.9292647009584785, 'gamma-contrast', 0.7021586045793655, 'emboss', 0.6144036251557979, 0.7188140513736628]
INFO:root:32, 0.5016666667461396, ['gaussian-blur', 0.9338786194476071, 'sharpen', 0.4698081558227011, 'translate-x', 0.8101268628322752, 0.9120565971335518]
INFO:root:33, 0.481, ['gaussian-blur', 0.8984325387745601, 'clouds', 0.712632473000618, 'gamma-contrast', 0.7059833603583227, 0.7584141001527412]
INFO:root:34, 0.5462222220367856, ['brighten', 0.9353321609210644, 'sharpen', 0.5314862249296799, 'gaussian-blur', 0.3773633299798138, 0.7364217384658373]
INFO:root:35, 0.46455555560853745, ['gaussian-blur', 0.04183448821726366, 'gaussian-blur', 0.6981774639854136, 'crop', 0.5873317676220648, 0.7404691553363177]
INFO:root:36, 0.48711111111111105, ['gaussian-blur', 0.936460925543027, 'sharpen', 0.8156948817860878, 'crop', 0.47281822706832266, 0.7450332264719826]
