acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc
0.12507701784978292,7.776117521087402,0.194,3.0755352058410645,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.15218730747828274,6.725918076762577,0.179,2.530805810928345,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.1675908811303178,6.568019746191621,0.189,2.3701185607910156,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.17190388174646076,6.250968931048869,0.191,2.2451553688049315,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.19038817003709038,6.3876200565495616,0.205,2.190000442504883,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.17436845350416075,6.299769009915091,0.168,2.2031700859069825,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.1842267405670951,6.016333135204116,0.204,2.16059303855896,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.19716574243388643,6.256165071688386,0.224,2.075720588684082,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.20209488599519265,6.133303961633387,0.209,2.165426803588867,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.1953173134331342,6.031149284823472,0.239,2.1002837162017824,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.20579174364780983,6.1332322362757585,0.238,2.045023513793945,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.21626617373394805,6.110851328973776,0.221,2.049685022354126,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
0.21195317318207382,5.932639727530771,0.207,2.0815743370056152,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.32799999999999996
