acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc
0.489,1.432,0.426,1.716,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.489,1.431,0.465,1.521,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.493,1.397,0.438,1.554,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.532,1.349,0.456,1.475,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.517,1.328,0.487,1.482,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.526,1.318,0.459,1.55,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.547,1.265,0.493,1.433,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.544,1.276,0.474,1.45,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.574,1.207,0.474,1.529,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.568,1.214,0.493,1.525,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.588,1.165,0.492,1.497,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.568,1.191,0.513,1.442,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.58,1.169,0.468,1.482,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.612,1.131,0.502,1.433,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.614,1.093,0.502,1.487,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.609,1.098,0.485,1.612,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.622,1.07,0.503,1.462,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.62,1.062,0.518,1.427,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.625,1.063,0.482,1.526,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.637,1.006,0.527,1.45,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.653,0.996,0.491,1.465,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.654,0.963,0.501,1.534,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.637,0.985,0.515,1.432,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.675,0.939,0.487,1.651,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.667,0.927,0.518,1.565,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.677,0.928,0.537,1.451,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.673,0.918,0.504,1.516,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.684,0.892,0.522,1.492,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.7,0.864,0.514,1.531,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.699,0.833,0.514,1.614,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.709,0.829,0.506,1.666,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.471
0.123,2.3,0.149,2.251,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.195,2.188,0.297,2.074,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.248,2.056,0.291,1.983,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.276,1.964,0.316,1.937,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.303,1.921,0.36,1.804,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.327,1.861,0.392,1.763,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.346,1.799,0.358,1.739,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.381,1.735,0.322,1.983,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.394,1.695,0.373,1.694,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.406,1.641,0.403,1.619,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.411,1.627,0.451,1.508,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.43,1.573,0.426,1.566,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.443,1.554,0.441,1.48,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.455,1.521,0.448,1.52,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.471,1.474,0.447,1.535,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.484,1.463,0.422,1.737,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.474,1.444,0.454,1.495,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.507,1.413,0.451,1.559,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.512,1.371,0.481,1.415,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.518,1.348,0.476,1.501,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.519,1.33,0.458,1.596,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.53,1.294,0.52,1.347,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.54,1.275,0.463,1.519,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.53,1.288,0.492,1.394,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.556,1.252,0.499,1.383,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.555,1.243,0.497,1.422,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.563,1.217,0.434,1.689,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.585,1.161,0.465,1.571,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.578,1.174,0.518,1.373,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.594,1.123,0.492,1.594,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.599,1.136,0.518,1.396,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.61,1.105,0.514,1.391,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.615,1.092,0.487,1.523,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.614,1.072,0.497,1.477,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.623,1.055,0.529,1.41,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.628,1.049,0.527,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.63,1.028,0.493,1.536,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.636,1.019,0.478,1.52,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.64,1.028,0.514,1.55,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.655,0.973,0.545,1.351,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.665,0.976,0.53,1.459,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.664,0.941,0.508,1.503,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.664,0.93,0.504,1.518,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.674,0.943,0.519,1.432,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.671,0.914,0.488,1.835,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.684,0.905,0.524,1.508,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.688,0.876,0.501,1.577,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.688,0.884,0.539,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.69,0.871,0.523,1.521,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.684,0.892,0.539,1.5,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.498
0.115,2.301,0.11,2.291,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.159,2.237,0.269,2.161,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.214,2.122,0.149,2.496,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.25,2.091,0.194,2.573,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.263,2.024,0.212,2.231,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.278,1.982,0.147,2.869,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.286,1.979,0.297,1.926,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.3,1.889,0.262,2.043,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.317,1.88,0.375,1.744,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.34,1.827,0.262,2.136,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.331,1.807,0.326,2.009,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.348,1.773,0.352,1.852,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.359,1.761,0.416,1.557,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.36,1.733,0.26,2.529,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.376,1.72,0.379,1.666,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.377,1.687,0.207,3.224,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.401,1.678,0.432,1.559,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.403,1.638,0.363,1.895,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.418,1.621,0.295,2.281,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.412,1.609,0.428,1.609,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.425,1.579,0.382,1.77,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.429,1.581,0.493,1.442,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.439,1.532,0.43,1.553,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.452,1.521,0.385,1.973,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.463,1.492,0.456,1.581,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.464,1.467,0.434,1.559,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.47,1.455,0.283,2.464,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.472,1.446,0.433,1.602,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.478,1.418,0.431,1.7,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.486,1.404,0.417,1.792,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.499,1.411,0.495,1.48,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.51,1.344,0.472,1.714,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.509,1.37,0.488,1.593,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.518,1.322,0.476,1.494,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.515,1.334,0.34,2.558,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.533,1.295,0.48,1.525,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.527,1.312,0.462,1.764,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.54,1.241,0.383,2.319,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.538,1.264,0.479,1.596,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.545,1.231,0.388,1.965,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.553,1.218,0.449,1.662,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.568,1.204,0.432,1.943,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.569,1.181,0.433,2.27,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.572,1.191,0.496,1.771,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.567,1.196,0.466,1.533,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.575,1.163,0.496,1.663,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.589,1.121,0.47,1.632,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.582,1.158,0.444,2.04,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.595,1.141,0.542,1.473,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
0.604,1.111,0.501,1.732,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.492
