acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc
0.409,1.626,0.429,1.713,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.413,1.603,0.433,1.559,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.434,1.555,0.462,1.495,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.438,1.522,0.474,1.476,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.463,1.486,0.456,1.52,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.473,1.481,0.441,1.59,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.477,1.446,0.491,1.454,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.489,1.431,0.465,1.529,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.493,1.408,0.504,1.371,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.514,1.364,0.43,1.656,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.506,1.358,0.509,1.387,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.512,1.347,0.484,1.446,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.532,1.323,0.486,1.487,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.525,1.301,0.467,1.581,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.533,1.288,0.516,1.341,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.539,1.297,0.52,1.413,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.545,1.273,0.508,1.412,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.542,1.264,0.52,1.404,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.574,1.222,0.503,1.56,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.556,1.236,0.526,1.346,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.566,1.223,0.493,1.888,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.562,1.214,0.532,1.367,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.572,1.189,0.54,1.367,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.566,1.22,0.509,1.511,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.584,1.188,0.467,1.563,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.586,1.175,0.517,1.436,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.59,1.153,0.554,1.321,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.591,1.153,0.525,1.344,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.595,1.129,0.525,1.501,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.601,1.143,0.504,1.417,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.601,1.123,0.535,1.375,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.592,1.122,0.532,1.392,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.59,1.132,0.49,1.527,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.604,1.133,0.478,1.765,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.608,1.112,0.503,1.542,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.61,1.098,0.534,1.431,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.611,1.104,0.549,1.359,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.614,1.114,0.51,1.47,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.629,1.072,0.49,1.54,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.621,1.069,0.51,1.59,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.623,1.079,0.527,1.389,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.629,1.062,0.449,1.859,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.612,1.084,0.517,1.431,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.542
0.137,2.259,0.225,2.097,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.193,2.131,0.304,2.015,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.241,2.052,0.318,1.883,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.262,1.975,0.311,1.862,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.268,1.944,0.339,1.727,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.3,1.902,0.351,1.801,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.307,1.846,0.356,1.821,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.341,1.806,0.355,1.861,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.348,1.774,0.309,1.879,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.361,1.746,0.357,1.871,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.37,1.714,0.434,1.539,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.373,1.7,0.446,1.507,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.4,1.665,0.428,1.591,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.397,1.631,0.397,1.706,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.392,1.644,0.441,1.514,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.414,1.607,0.454,1.489,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.438,1.557,0.38,2.014,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.431,1.565,0.355,2.165,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.443,1.538,0.455,1.527,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.454,1.528,0.433,1.667,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.459,1.499,0.452,1.569,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.468,1.499,0.467,1.487,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.49,1.445,0.389,1.826,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.471,1.482,0.499,1.444,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.465,1.469,0.468,1.573,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.488,1.424,0.455,1.644,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.499,1.38,0.357,2.045,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.492,1.42,0.482,1.457,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.489,1.417,0.499,1.478,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.497,1.371,0.506,1.489,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.512,1.389,0.479,1.526,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.515,1.356,0.392,2.262,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.517,1.357,0.516,1.427,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.526,1.327,0.469,1.789,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.53,1.32,0.473,1.646,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.519,1.33,0.514,1.473,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.538,1.311,0.45,1.56,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.539,1.3,0.396,1.891,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.539,1.307,0.409,2.326,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.542,1.297,0.442,1.738,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.543,1.272,0.441,1.86,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.552,1.258,0.507,1.799,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.553,1.254,0.414,2.142,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.573,1.234,0.507,1.447,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.572,1.235,0.535,1.527,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.554,1.259,0.52,1.452,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.562,1.231,0.488,1.647,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.557,1.222,0.501,1.616,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.572,1.204,0.533,1.473,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
0.571,1.188,0.5,1.842,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.529
