acc,loss,val_acc,val_loss,params_0,params_1,sample
0.131,2.284,0.2,2.243,2,0.0,a
0.224,2.122,0.253,2.056,2,0.0,a
0.268,2.004,0.297,1.975,2,0.0,a
0.306,1.925,0.31,1.954,2,0.0,a
0.333,1.852,0.347,1.835,2,0.0,a
0.358,1.797,0.361,1.773,2,0.0,a
0.374,1.736,0.372,1.733,2,0.0,a
0.385,1.701,0.4,1.692,2,0.0,a
0.411,1.638,0.383,1.715,2,0.0,a
0.421,1.606,0.402,1.655,2,0.0,a
0.437,1.563,0.422,1.622,2,0.0,a
0.44,1.547,0.423,1.612,2,0.0,a
0.453,1.499,0.429,1.585,2,0.0,a
0.47,1.459,0.379,1.695,2,0.0,a
0.481,1.442,0.415,1.622,2,0.0,a
0.12,2.29,0.176,2.269,2,0.0,b
0.183,2.176,0.262,2.09,2,0.0,b
0.255,2.025,0.282,2.001,2,0.0,b
0.291,1.939,0.318,1.908,2,0.0,b
0.317,1.881,0.349,1.845,2,0.0,b
0.354,1.8,0.344,1.795,2,0.0,b
0.366,1.749,0.387,1.749,2,0.0,b
0.372,1.717,0.388,1.722,2,0.0,b
0.395,1.672,0.348,1.722,2,0.0,b
0.404,1.656,0.387,1.675,2,0.0,b
0.428,1.614,0.379,1.684,2,0.0,b
0.426,1.582,0.375,1.701,2,0.0,b
0.449,1.547,0.413,1.617,2,0.0,b
0.44,1.527,0.396,1.662,2,0.0,b
0.457,1.489,0.424,1.602,2,0.0,b
0.121,2.29,0.154,2.272,2,0.0,c
0.188,2.204,0.267,2.119,2,0.0,c
0.256,2.053,0.304,1.984,2,0.0,c
0.289,1.951,0.339,1.911,2,0.0,c
0.311,1.878,0.375,1.832,2,0.0,c
0.356,1.796,0.373,1.765,2,0.0,c
0.365,1.751,0.375,1.745,2,0.0,c
0.389,1.711,0.387,1.73,2,0.0,c
0.407,1.659,0.397,1.683,2,0.0,c
0.431,1.607,0.419,1.626,2,0.0,c
0.429,1.569,0.414,1.599,2,0.0,c
0.443,1.543,0.378,1.696,2,0.0,c
0.454,1.524,0.408,1.636,2,0.0,c
0.463,1.495,0.406,1.607,2,0.0,c
0.462,1.457,0.428,1.55,2,0.0,c
0.128,2.284,0.175,2.251,2,0.0,d
0.207,2.14,0.224,2.09,2,0.0,d
0.256,2.024,0.284,2.0,2,0.0,d
0.282,1.952,0.329,1.947,2,0.0,d
0.321,1.876,0.348,1.845,2,0.0,d
0.345,1.804,0.38,1.774,2,0.0,d
0.376,1.744,0.37,1.743,2,0.0,d
0.384,1.706,0.384,1.725,2,0.0,d
0.401,1.665,0.39,1.707,2,0.0,d
0.416,1.628,0.419,1.654,2,0.0,d
0.415,1.595,0.408,1.641,2,0.0,d
0.44,1.551,0.404,1.626,2,0.0,d
0.443,1.524,0.405,1.615,2,0.0,d
0.463,1.49,0.405,1.636,2,0.0,d
0.474,1.46,0.421,1.58,2,0.0,d
0.129,2.291,0.243,2.251,2,0.0,e
0.208,2.145,0.245,2.07,2,0.0,e
0.26,2.001,0.297,1.971,2,0.0,e
0.295,1.933,0.329,1.923,2,0.0,e
0.334,1.843,0.362,1.823,2,0.0,e
0.345,1.791,0.351,1.807,2,0.0,e
0.364,1.747,0.379,1.736,2,0.0,e
0.383,1.703,0.372,1.78,2,0.0,e
0.39,1.662,0.389,1.687,2,0.0,e
0.398,1.63,0.388,1.708,2,0.0,e
0.421,1.598,0.397,1.657,2,0.0,e
0.416,1.572,0.422,1.631,2,0.0,e
0.44,1.534,0.396,1.643,2,0.0,e
0.452,1.507,0.403,1.609,2,0.0,e
0.459,1.486,0.424,1.576,2,0.0,e
