acc,loss,val_acc,val_loss,params_0,params_1,sample
0.155,2.264,0.239,2.183,1,0.24788829722603561,a
0.213,2.09,0.278,2.039,1,0.24788829722603561,a
0.244,2.017,0.306,2.001,1,0.24788829722603561,a
0.285,1.947,0.282,1.955,1,0.24788829722603561,a
0.319,1.876,0.34,1.823,1,0.24788829722603561,a
0.329,1.821,0.351,1.777,1,0.24788829722603561,a
0.339,1.788,0.341,1.833,1,0.24788829722603561,a
0.37,1.74,0.35,1.755,1,0.24788829722603561,a
0.374,1.716,0.375,1.716,1,0.24788829722603561,a
0.378,1.681,0.395,1.663,1,0.24788829722603561,a
0.395,1.664,0.398,1.66,1,0.24788829722603561,a
0.403,1.642,0.378,1.732,1,0.24788829722603561,a
0.419,1.611,0.399,1.647,1,0.24788829722603561,a
0.432,1.581,0.407,1.641,1,0.24788829722603561,a
0.434,1.559,0.384,1.663,1,0.24788829722603561,a
0.143,2.283,0.246,2.229,1,0.24788829722603561,b
0.222,2.112,0.261,2.028,1,0.24788829722603561,b
0.26,2.006,0.311,1.96,1,0.24788829722603561,b
0.296,1.926,0.345,1.872,1,0.24788829722603561,b
0.308,1.893,0.352,1.819,1,0.24788829722603561,b
0.33,1.84,0.369,1.771,1,0.24788829722603561,b
0.35,1.783,0.367,1.779,1,0.24788829722603561,b
0.353,1.772,0.39,1.722,1,0.24788829722603561,b
0.364,1.746,0.375,1.704,1,0.24788829722603561,b
0.373,1.707,0.377,1.701,1,0.24788829722603561,b
0.372,1.7,0.4,1.658,1,0.24788829722603561,b
0.392,1.665,0.393,1.637,1,0.24788829722603561,b
0.4,1.639,0.399,1.625,1,0.24788829722603561,b
0.406,1.627,0.413,1.621,1,0.24788829722603561,b
0.423,1.585,0.432,1.574,1,0.24788829722603561,b
0.149,2.259,0.194,2.157,1,0.24788829722603561,c
0.226,2.082,0.218,2.068,1,0.24788829722603561,c
0.259,2.01,0.299,1.975,1,0.24788829722603561,c
0.298,1.935,0.3,1.943,1,0.24788829722603561,c
0.309,1.88,0.341,1.814,1,0.24788829722603561,c
0.332,1.827,0.362,1.768,1,0.24788829722603561,c
0.345,1.792,0.389,1.754,1,0.24788829722603561,c
0.366,1.749,0.387,1.704,1,0.24788829722603561,c
0.374,1.723,0.405,1.666,1,0.24788829722603561,c
0.376,1.689,0.406,1.643,1,0.24788829722603561,c
0.402,1.657,0.363,1.68,1,0.24788829722603561,c
0.405,1.637,0.416,1.597,1,0.24788829722603561,c
0.405,1.612,0.425,1.59,1,0.24788829722603561,c
0.424,1.588,0.437,1.572,1,0.24788829722603561,c
0.426,1.567,0.407,1.609,1,0.24788829722603561,c
0.126,2.275,0.127,2.238,1,0.24788829722603561,d
0.2,2.131,0.276,2.08,1,0.24788829722603561,d
0.252,2.005,0.316,1.948,1,0.24788829722603561,d
0.29,1.928,0.331,1.886,1,0.24788829722603561,d
0.313,1.877,0.342,1.83,1,0.24788829722603561,d
0.332,1.844,0.368,1.795,1,0.24788829722603561,d
0.35,1.79,0.383,1.737,1,0.24788829722603561,d
0.351,1.771,0.367,1.729,1,0.24788829722603561,d
0.365,1.734,0.369,1.709,1,0.24788829722603561,d
0.378,1.706,0.386,1.692,1,0.24788829722603561,d
0.393,1.678,0.362,1.704,1,0.24788829722603561,d
0.385,1.665,0.395,1.65,1,0.24788829722603561,d
0.399,1.637,0.405,1.662,1,0.24788829722603561,d
0.391,1.628,0.395,1.627,1,0.24788829722603561,d
0.411,1.605,0.408,1.598,1,0.24788829722603561,d
0.126,2.285,0.226,2.237,1,0.24788829722603561,e
0.215,2.137,0.239,2.062,1,0.24788829722603561,e
0.246,2.039,0.229,2.069,1,0.24788829722603561,e
0.256,1.993,0.306,1.948,1,0.24788829722603561,e
0.286,1.933,0.34,1.884,1,0.24788829722603561,e
0.315,1.89,0.357,1.832,1,0.24788829722603561,e
0.337,1.832,0.359,1.793,1,0.24788829722603561,e
0.34,1.796,0.341,1.809,1,0.24788829722603561,e
0.365,1.757,0.375,1.718,1,0.24788829722603561,e
0.374,1.733,0.366,1.698,1,0.24788829722603561,e
0.392,1.696,0.373,1.759,1,0.24788829722603561,e
0.396,1.667,0.379,1.723,1,0.24788829722603561,e
0.411,1.639,0.389,1.664,1,0.24788829722603561,e
0.422,1.604,0.416,1.613,1,0.24788829722603561,e
0.421,1.592,0.428,1.594,1,0.24788829722603561,e
