acc,loss,val_acc,val_loss,params_0,params_1,sample
0.132,2.275,0.197,2.195,1,0.6948236527284698,a
0.208,2.133,0.247,2.077,1,0.6948236527284698,a
0.226,2.064,0.274,1.993,1,0.6948236527284698,a
0.248,2.033,0.311,1.941,1,0.6948236527284698,a
0.261,1.998,0.315,1.925,1,0.6948236527284698,a
0.274,1.975,0.286,1.906,1,0.6948236527284698,a
0.28,1.952,0.308,1.841,1,0.6948236527284698,a
0.291,1.939,0.292,1.902,1,0.6948236527284698,a
0.299,1.927,0.342,1.78,1,0.6948236527284698,a
0.311,1.896,0.374,1.751,1,0.6948236527284698,a
0.299,1.897,0.361,1.735,1,0.6948236527284698,a
0.313,1.866,0.37,1.722,1,0.6948236527284698,a
0.321,1.855,0.383,1.694,1,0.6948236527284698,a
0.33,1.839,0.39,1.679,1,0.6948236527284698,a
0.334,1.822,0.384,1.68,1,0.6948236527284698,a
0.138,2.273,0.205,2.192,1,0.6948236527284698,b
0.197,2.132,0.232,2.07,1,0.6948236527284698,b
0.221,2.071,0.262,2.022,1,0.6948236527284698,b
0.235,2.049,0.288,1.985,1,0.6948236527284698,b
0.242,2.022,0.282,1.965,1,0.6948236527284698,b
0.272,1.995,0.286,1.928,1,0.6948236527284698,b
0.277,1.958,0.306,1.888,1,0.6948236527284698,b
0.283,1.948,0.327,1.848,1,0.6948236527284698,b
0.287,1.924,0.332,1.797,1,0.6948236527284698,b
0.308,1.899,0.335,1.773,1,0.6948236527284698,b
0.323,1.881,0.347,1.765,1,0.6948236527284698,b
0.321,1.866,0.34,1.776,1,0.6948236527284698,b
0.337,1.838,0.364,1.71,1,0.6948236527284698,b
0.323,1.846,0.367,1.698,1,0.6948236527284698,b
0.339,1.827,0.369,1.683,1,0.6948236527284698,b
0.136,2.268,0.194,2.186,1,0.6948236527284698,c
0.204,2.132,0.23,2.083,1,0.6948236527284698,c
0.219,2.083,0.269,2.041,1,0.6948236527284698,c
0.234,2.055,0.295,2.007,1,0.6948236527284698,c
0.246,2.037,0.291,1.992,1,0.6948236527284698,c
0.254,2.015,0.315,1.928,1,0.6948236527284698,c
0.267,1.984,0.332,1.88,1,0.6948236527284698,c
0.282,1.953,0.316,1.85,1,0.6948236527284698,c
0.281,1.938,0.343,1.827,1,0.6948236527284698,c
0.293,1.917,0.368,1.79,1,0.6948236527284698,c
0.293,1.899,0.368,1.757,1,0.6948236527284698,c
0.313,1.88,0.362,1.744,1,0.6948236527284698,c
0.31,1.864,0.383,1.719,1,0.6948236527284698,c
0.31,1.862,0.384,1.702,1,0.6948236527284698,c
0.33,1.837,0.39,1.694,1,0.6948236527284698,c
0.141,2.27,0.198,2.193,1,0.6948236527284698,d
0.194,2.144,0.235,2.086,1,0.6948236527284698,d
0.223,2.08,0.261,2.044,1,0.6948236527284698,d
0.226,2.064,0.264,1.994,1,0.6948236527284698,d
0.253,2.016,0.277,1.969,1,0.6948236527284698,d
0.283,1.986,0.321,1.885,1,0.6948236527284698,d
0.277,1.974,0.363,1.857,1,0.6948236527284698,d
0.284,1.949,0.354,1.847,1,0.6948236527284698,d
0.285,1.938,0.359,1.798,1,0.6948236527284698,d
0.285,1.927,0.346,1.786,1,0.6948236527284698,d
0.296,1.903,0.366,1.76,1,0.6948236527284698,d
0.307,1.882,0.371,1.745,1,0.6948236527284698,d
0.317,1.872,0.366,1.736,1,0.6948236527284698,d
0.323,1.852,0.374,1.718,1,0.6948236527284698,d
0.322,1.839,0.379,1.712,1,0.6948236527284698,d
0.124,2.283,0.22,2.223,1,0.6948236527284698,e
0.19,2.152,0.253,2.078,1,0.6948236527284698,e
0.205,2.097,0.247,2.073,1,0.6948236527284698,e
0.238,2.059,0.286,2.015,1,0.6948236527284698,e
0.241,2.028,0.32,1.933,1,0.6948236527284698,e
0.275,1.998,0.321,1.904,1,0.6948236527284698,e
0.271,1.972,0.334,1.891,1,0.6948236527284698,e
0.275,1.963,0.338,1.823,1,0.6948236527284698,e
0.284,1.931,0.37,1.803,1,0.6948236527284698,e
0.293,1.916,0.352,1.803,1,0.6948236527284698,e
0.309,1.901,0.392,1.745,1,0.6948236527284698,e
0.303,1.885,0.383,1.728,1,0.6948236527284698,e
0.312,1.875,0.38,1.73,1,0.6948236527284698,e
0.323,1.854,0.387,1.709,1,0.6948236527284698,e
0.319,1.848,0.406,1.682,1,0.6948236527284698,e
