acc,loss,val_acc,val_loss,params_0,params_1,sample
0.144,2.253,0.239,2.148,2,0.3539050718862929,a
0.231,2.07,0.254,2.044,2,0.3539050718862929,a
0.258,1.995,0.287,1.984,2,0.3539050718862929,a
0.294,1.943,0.303,1.925,2,0.3539050718862929,a
0.32,1.877,0.326,1.884,2,0.3539050718862929,a
0.353,1.794,0.364,1.777,2,0.3539050718862929,a
0.365,1.758,0.386,1.746,2,0.3539050718862929,a
0.38,1.703,0.397,1.699,2,0.3539050718862929,a
0.4,1.661,0.392,1.694,2,0.3539050718862929,a
0.398,1.633,0.394,1.673,2,0.3539050718862929,a
0.425,1.598,0.406,1.654,2,0.3539050718862929,a
0.434,1.565,0.409,1.626,2,0.3539050718862929,a
0.45,1.536,0.419,1.611,2,0.3539050718862929,a
0.453,1.502,0.422,1.586,2,0.3539050718862929,a
0.454,1.488,0.429,1.565,2,0.3539050718862929,a
0.131,2.286,0.15,2.254,2,0.3539050718862929,b
0.223,2.152,0.289,2.047,2,0.3539050718862929,b
0.281,1.966,0.339,1.902,2,0.3539050718862929,b
0.316,1.878,0.344,1.864,2,0.3539050718862929,b
0.35,1.799,0.385,1.763,2,0.3539050718862929,b
0.368,1.741,0.364,1.774,2,0.3539050718862929,b
0.377,1.698,0.399,1.681,2,0.3539050718862929,b
0.409,1.651,0.396,1.661,2,0.3539050718862929,b
0.425,1.598,0.388,1.655,2,0.3539050718862929,b
0.433,1.578,0.41,1.643,2,0.3539050718862929,b
0.446,1.533,0.414,1.618,2,0.3539050718862929,b
0.466,1.486,0.4,1.601,2,0.3539050718862929,b
0.472,1.471,0.433,1.597,2,0.3539050718862929,b
0.476,1.443,0.421,1.577,2,0.3539050718862929,b
0.494,1.405,0.417,1.585,2,0.3539050718862929,b
0.137,2.273,0.218,2.199,2,0.3539050718862929,c
0.218,2.102,0.251,2.058,2,0.3539050718862929,c
0.255,2.007,0.265,2.018,2,0.3539050718862929,c
0.294,1.929,0.245,2.029,2,0.3539050718862929,c
0.309,1.891,0.309,1.867,2,0.3539050718862929,c
0.341,1.814,0.357,1.798,2,0.3539050718862929,c
0.369,1.76,0.361,1.767,2,0.3539050718862929,c
0.375,1.712,0.368,1.731,2,0.3539050718862929,c
0.4,1.667,0.371,1.727,2,0.3539050718862929,c
0.399,1.644,0.376,1.677,2,0.3539050718862929,c
0.414,1.615,0.403,1.66,2,0.3539050718862929,c
0.424,1.574,0.395,1.653,2,0.3539050718862929,c
0.426,1.56,0.387,1.711,2,0.3539050718862929,c
0.438,1.526,0.412,1.618,2,0.3539050718862929,c
0.457,1.491,0.412,1.596,2,0.3539050718862929,c
0.131,2.293,0.192,2.267,2,0.3539050718862929,d
0.196,2.189,0.284,2.086,2,0.3539050718862929,d
0.27,2.003,0.32,1.934,2,0.3539050718862929,d
0.309,1.889,0.358,1.848,2,0.3539050718862929,d
0.345,1.81,0.349,1.822,2,0.3539050718862929,d
0.353,1.767,0.359,1.787,2,0.3539050718862929,d
0.367,1.723,0.368,1.744,2,0.3539050718862929,d
0.389,1.688,0.39,1.718,2,0.3539050718862929,d
0.396,1.669,0.376,1.696,2,0.3539050718862929,d
0.408,1.623,0.381,1.672,2,0.3539050718862929,d
0.428,1.587,0.392,1.639,2,0.3539050718862929,d
0.448,1.533,0.418,1.62,2,0.3539050718862929,d
0.444,1.528,0.386,1.685,2,0.3539050718862929,d
0.459,1.484,0.405,1.625,2,0.3539050718862929,d
0.466,1.457,0.433,1.583,2,0.3539050718862929,d
0.129,2.279,0.243,2.226,2,0.3539050718862929,e
0.217,2.116,0.272,2.037,2,0.3539050718862929,e
0.255,2.002,0.266,1.99,2,0.3539050718862929,e
0.281,1.95,0.314,1.917,2,0.3539050718862929,e
0.318,1.878,0.348,1.839,2,0.3539050718862929,e
0.345,1.808,0.366,1.78,2,0.3539050718862929,e
0.374,1.752,0.383,1.758,2,0.3539050718862929,e
0.381,1.728,0.372,1.742,2,0.3539050718862929,e
0.393,1.683,0.398,1.693,2,0.3539050718862929,e
0.402,1.65,0.379,1.738,2,0.3539050718862929,e
0.43,1.607,0.392,1.667,2,0.3539050718862929,e
0.436,1.581,0.41,1.615,2,0.3539050718862929,e
0.453,1.544,0.415,1.623,2,0.3539050718862929,e
0.456,1.512,0.407,1.594,2,0.3539050718862929,e
0.461,1.5,0.412,1.621,2,0.3539050718862929,e
