acc,loss,val_acc,val_loss,params_0,params_1,sample
0.139,2.278,0.207,2.21,1,0.8399490437724051,a
0.193,2.164,0.226,2.113,1,0.8399490437724051,a
0.215,2.119,0.257,2.063,1,0.8399490437724051,a
0.226,2.102,0.261,2.034,1,0.8399490437724051,a
0.237,2.077,0.282,2.001,1,0.8399490437724051,a
0.251,2.037,0.331,1.94,1,0.8399490437724051,a
0.266,2.013,0.323,1.885,1,0.8399490437724051,a
0.261,1.988,0.34,1.851,1,0.8399490437724051,a
0.287,1.957,0.322,1.865,1,0.8399490437724051,a
0.283,1.941,0.367,1.798,1,0.8399490437724051,a
0.301,1.938,0.382,1.769,1,0.8399490437724051,a
0.31,1.902,0.37,1.758,1,0.8399490437724051,a
0.298,1.903,0.394,1.736,1,0.8399490437724051,a
0.31,1.89,0.376,1.705,1,0.8399490437724051,a
0.313,1.874,0.389,1.703,1,0.8399490437724051,a
0.134,2.284,0.193,2.208,1,0.8399490437724051,b
0.185,2.166,0.227,2.101,1,0.8399490437724051,b
0.209,2.115,0.259,2.058,1,0.8399490437724051,b
0.222,2.094,0.265,2.03,1,0.8399490437724051,b
0.239,2.071,0.307,1.99,1,0.8399490437724051,b
0.241,2.051,0.313,1.952,1,0.8399490437724051,b
0.259,2.024,0.337,1.899,1,0.8399490437724051,b
0.271,1.99,0.362,1.857,1,0.8399490437724051,b
0.281,1.971,0.355,1.836,1,0.8399490437724051,b
0.293,1.941,0.363,1.805,1,0.8399490437724051,b
0.295,1.933,0.363,1.792,1,0.8399490437724051,b
0.305,1.919,0.377,1.777,1,0.8399490437724051,b
0.303,1.902,0.397,1.739,1,0.8399490437724051,b
0.314,1.887,0.385,1.707,1,0.8399490437724051,b
0.312,1.87,0.404,1.718,1,0.8399490437724051,b
0.114,2.291,0.2,2.256,1,0.8399490437724051,c
0.182,2.182,0.229,2.092,1,0.8399490437724051,c
0.213,2.105,0.269,2.036,1,0.8399490437724051,c
0.221,2.083,0.272,2.033,1,0.8399490437724051,c
0.232,2.057,0.277,1.975,1,0.8399490437724051,c
0.256,2.033,0.315,1.915,1,0.8399490437724051,c
0.266,2.002,0.355,1.876,1,0.8399490437724051,c
0.284,1.966,0.361,1.836,1,0.8399490437724051,c
0.288,1.949,0.372,1.785,1,0.8399490437724051,c
0.299,1.932,0.362,1.752,1,0.8399490437724051,c
0.301,1.907,0.382,1.759,1,0.8399490437724051,c
0.303,1.897,0.378,1.72,1,0.8399490437724051,c
0.322,1.879,0.396,1.708,1,0.8399490437724051,c
0.317,1.874,0.398,1.669,1,0.8399490437724051,c
0.316,1.845,0.396,1.661,1,0.8399490437724051,c
0.123,2.287,0.226,2.234,1,0.8399490437724051,d
0.196,2.172,0.257,2.088,1,0.8399490437724051,d
0.206,2.116,0.269,2.046,1,0.8399490437724051,d
0.232,2.079,0.283,2.009,1,0.8399490437724051,d
0.248,2.053,0.316,1.958,1,0.8399490437724051,d
0.256,2.022,0.319,1.898,1,0.8399490437724051,d
0.261,2.005,0.336,1.844,1,0.8399490437724051,d
0.279,1.973,0.341,1.817,1,0.8399490437724051,d
0.279,1.961,0.354,1.796,1,0.8399490437724051,d
0.297,1.939,0.349,1.781,1,0.8399490437724051,d
0.29,1.93,0.389,1.771,1,0.8399490437724051,d
0.309,1.903,0.377,1.748,1,0.8399490437724051,d
0.308,1.897,0.383,1.704,1,0.8399490437724051,d
0.314,1.883,0.391,1.713,1,0.8399490437724051,d
0.32,1.871,0.392,1.695,1,0.8399490437724051,d
0.135,2.273,0.221,2.18,1,0.8399490437724051,e
0.198,2.132,0.215,2.099,1,0.8399490437724051,e
0.221,2.088,0.298,2.014,1,0.8399490437724051,e
0.242,2.049,0.294,1.949,1,0.8399490437724051,e
0.263,2.013,0.336,1.899,1,0.8399490437724051,e
0.27,1.984,0.332,1.858,1,0.8399490437724051,e
0.275,1.969,0.367,1.827,1,0.8399490437724051,e
0.282,1.948,0.371,1.794,1,0.8399490437724051,e
0.307,1.914,0.382,1.761,1,0.8399490437724051,e
0.305,1.898,0.379,1.735,1,0.8399490437724051,e
0.304,1.883,0.386,1.726,1,0.8399490437724051,e
0.321,1.872,0.385,1.709,1,0.8399490437724051,e
0.326,1.852,0.401,1.688,1,0.8399490437724051,e
0.332,1.831,0.388,1.697,1,0.8399490437724051,e
0.328,1.823,0.39,1.679,1,0.8399490437724051,e
