acc,loss,val_acc,val_loss,trial_no,aug_type,magnitude,sample_no,mean_late_val_acc
0.94275,0.1801257707476616,0.481,2.019486047744751,1,5,0.8442657485810175,1,0.5018
0.94525,0.1694995983541012,0.484,2.049712240219116,1,5,0.8442657485810175,1,0.5018
0.94775,0.16491181352734566,0.501,2.024780683517456,1,5,0.8442657485810175,1,0.5018
0.951,0.15362505269050597,0.499,2.076167972564697,1,5,0.8442657485810175,1,0.5018
0.947,0.15835657781362533,0.493,2.0841560726165773,1,5,0.8442657485810175,1,0.5018
0.9515,0.1543502030670643,0.504,2.099435832977295,1,5,0.8442657485810175,1,0.5018
0.953,0.15488069421052933,0.495,2.0242623958587647,1,5,0.8442657485810175,1,0.5018
0.95225,0.15054189059138298,0.494,2.1079997367858887,1,5,0.8442657485810175,1,0.5018
0.95875,0.13828924606740475,0.478,2.1864998149871826,1,5,0.8442657485810175,1,0.5018
0.95675,0.13671225580573082,0.491,2.1201615257263184,1,5,0.8442657485810175,1,0.5018
0.9605,0.12638613876700402,0.497,2.1944563522338867,1,5,0.8442657485810175,1,0.5018
0.959,0.13108081175386907,0.496,2.1433829984664916,1,5,0.8442657485810175,1,0.5018
0.955,0.13326672464609146,0.495,2.192003670692444,1,5,0.8442657485810175,1,0.5018
0.9575,0.1280319717079401,0.495,2.208060305595398,1,5,0.8442657485810175,1,0.5018
0.9625,0.11934444937109948,0.503,2.2044843893051147,1,5,0.8442657485810175,1,0.5018
0.96725,0.10726798257231712,0.499,2.256651298522949,1,5,0.8442657485810175,1,0.5018
0.9655,0.10197045277804136,0.5,2.262742159843445,1,5,0.8442657485810175,1,0.5018
0.965,0.10844766220450401,0.514,2.249814176559448,1,5,0.8442657485810175,1,0.5018
0.9605,0.11876581168174744,0.498,2.218247505187988,1,5,0.8442657485810175,1,0.5018
0.969,0.09659184577316046,0.498,2.2529540176391603,1,5,0.8442657485810175,1,0.5018
0.507,1.5682573771476747,0.456,1.5292849855422974,2,7,0.8472517387841256,1,0.48819999999999997
0.5705,1.2054985785484313,0.462,1.5567744817733764,2,7,0.8472517387841256,1,0.48819999999999997
0.593,1.1728491687774658,0.462,1.5436472187042236,2,7,0.8472517387841256,1,0.48819999999999997
0.616,1.094433077812195,0.474,1.5486199970245362,2,7,0.8472517387841256,1,0.48819999999999997
0.62475,1.0559172520637512,0.458,1.5739901733398438,2,7,0.8472517387841256,1,0.48819999999999997
0.63125,1.0377406640052795,0.473,1.5830885200500489,2,7,0.8472517387841256,1,0.48819999999999997
0.64825,0.9760164566040039,0.466,1.5983313808441162,2,7,0.8472517387841256,1,0.48819999999999997
0.6635,0.9546797761917114,0.47,1.6240189733505248,2,7,0.8472517387841256,1,0.48819999999999997
0.67475,0.9218431940078735,0.472,1.6050842885971068,2,7,0.8472517387841256,1,0.48819999999999997
0.6885,0.8995429828166962,0.47,1.6264709873199463,2,7,0.8472517387841256,1,0.48819999999999997
0.6825,0.878433488368988,0.488,1.6438234033584596,2,7,0.8472517387841256,1,0.48819999999999997
0.704,0.8541019535064698,0.474,1.6226645431518554,2,7,0.8472517387841256,1,0.48819999999999997
0.7125,0.828667471408844,0.475,1.6494933986663818,2,7,0.8472517387841256,1,0.48819999999999997
0.72025,0.794316719532013,0.481,1.6930603895187377,2,7,0.8472517387841256,1,0.48819999999999997
0.73425,0.7656071376800537,0.47,1.7241464443206787,2,7,0.8472517387841256,1,0.48819999999999997
0.73675,0.75483607172966,0.484,1.705890775680542,2,7,0.8472517387841256,1,0.48819999999999997
0.73975,0.7326049520969391,0.483,1.713780535697937,2,7,0.8472517387841256,1,0.48819999999999997
0.75825,0.6973065357208252,0.481,1.759336036682129,2,7,0.8472517387841256,1,0.48819999999999997
0.774,0.6494551346302032,0.466,1.7602214546203614,2,7,0.8472517387841256,1,0.48819999999999997
0.772,0.6614954853057862,0.477,1.778785922050476,2,7,0.8472517387841256,1,0.48819999999999997
0.78375,0.6300341031551361,0.48,1.8048601608276367,2,7,0.8472517387841256,1,0.48819999999999997
0.79575,0.5987870888710022,0.465,1.8705558795928956,2,7,0.8472517387841256,1,0.48819999999999997
0.804,0.5698908376693725,0.471,1.8725538215637207,2,7,0.8472517387841256,1,0.48819999999999997
0.81175,0.5582991392612457,0.476,1.852977487564087,2,7,0.8472517387841256,1,0.48819999999999997
0.8135,0.5425456802845001,0.464,1.9103437042236329,2,7,0.8472517387841256,1,0.48819999999999997
0.8235,0.5154655842781067,0.48,1.96358327293396,2,7,0.8472517387841256,1,0.48819999999999997
0.82275,0.5223735048770904,0.48,1.9098565244674683,2,7,0.8472517387841256,1,0.48819999999999997
0.83625,0.48148713278770444,0.474,1.9237838134765626,2,7,0.8472517387841256,1,0.48819999999999997
0.83625,0.46655234241485594,0.479,1.9397268238067626,2,7,0.8472517387841256,1,0.48819999999999997
0.83925,0.45359437096118926,0.453,2.0527355575561526,2,7,0.8472517387841256,1,0.48819999999999997
0.85225,0.433703964471817,0.477,2.049696807861328,2,7,0.8472517387841256,1,0.48819999999999997
0.8585,0.4281899833679199,0.479,2.0424382934570313,2,7,0.8472517387841256,1,0.48819999999999997
0.86275,0.41553968453407286,0.481,2.0146392707824705,2,7,0.8472517387841256,1,0.48819999999999997
0.86275,0.4105457954406738,0.466,2.0994684257507323,2,7,0.8472517387841256,1,0.48819999999999997
0.86475,0.39110106217861174,0.481,2.0691629276275636,2,7,0.8472517387841256,1,0.48819999999999997
0.875,0.3747857348918915,0.488,2.08364386177063,2,7,0.8472517387841256,1,0.48819999999999997
0.87925,0.3533458907604218,0.481,2.0636179065704345,2,7,0.8472517387841256,1,0.48819999999999997
0.88625,0.3442365516424179,0.485,2.183838068008423,2,7,0.8472517387841256,1,0.48819999999999997
0.88725,0.3395940867066383,0.471,2.1672341270446775,2,7,0.8472517387841256,1,0.48819999999999997
0.8965,0.3128371739387512,0.489,2.156240333557129,2,7,0.8472517387841256,1,0.48819999999999997
0.89875,0.29836127054691314,0.474,2.2202281913757322,2,7,0.8472517387841256,1,0.48819999999999997
0.88775,0.31746884417533877,0.464,2.249305820465088,2,7,0.8472517387841256,1,0.48819999999999997
0.9035,0.2898591504693031,0.479,2.245779330253601,2,7,0.8472517387841256,1,0.48819999999999997
0.91225,0.27373702722787857,0.463,2.3127865314483644,2,7,0.8472517387841256,1,0.48819999999999997
0.90975,0.2652071686387062,0.484,2.2844140625,2,7,0.8472517387841256,1,0.48819999999999997
0.911,0.26570933109521866,0.477,2.3163505249023437,2,7,0.8472517387841256,1,0.48819999999999997
0.90825,0.2633922904133797,0.485,2.3140905990600587,2,7,0.8472517387841256,1,0.48819999999999997
0.92075,0.23736532789468764,0.482,2.3468791418075563,2,7,0.8472517387841256,1,0.48819999999999997
0.9155,0.24653615766763687,0.469,2.4211124649047853,2,7,0.8472517387841256,1,0.48819999999999997
0.91825,0.24480077415704726,0.482,2.4019475860595705,2,7,0.8472517387841256,1,0.48819999999999997
0.9225,0.24120184367895126,0.488,2.3588005743026734,2,7,0.8472517387841256,1,0.48819999999999997
0.9285,0.22128478652238845,0.486,2.379237113952637,2,7,0.8472517387841256,1,0.48819999999999997
0.9335,0.20095722913742065,0.491,2.440777250289917,2,7,0.8472517387841256,1,0.48819999999999997
0.9335,0.20256346514821053,0.478,2.473683298110962,2,7,0.8472517387841256,1,0.48819999999999997
0.93525,0.20993983140587807,0.49,2.467832332611084,2,7,0.8472517387841256,1,0.48819999999999997
0.935,0.202875332146883,0.486,2.475326668739319,2,7,0.8472517387841256,1,0.48819999999999997
0.93625,0.19136271965503693,0.49,2.5212789878845214,2,7,0.8472517387841256,1,0.48819999999999997
0.9365,0.18612650072574616,0.488,2.504218978881836,2,7,0.8472517387841256,1,0.48819999999999997
0.945,0.17477646100521088,0.489,2.5175040702819826,2,7,0.8472517387841256,1,0.48819999999999997
0.9435,0.18316091784834862,0.488,2.4786103200912475,2,7,0.8472517387841256,1,0.48819999999999997
0.6455,1.0832308039665222,0.472,1.49766090965271,3,5,0.38438170729269994,1,0.5006
0.69675,0.8860622420310974,0.477,1.5149666557312012,3,5,0.38438170729269994,1,0.5006
0.71475,0.8346560430526734,0.472,1.5251850442886352,3,5,0.38438170729269994,1,0.5006
0.72425,0.7988386445045471,0.477,1.528310673713684,3,5,0.38438170729269994,1,0.5006
0.727,0.7815962274074555,0.472,1.5725436553955079,3,5,0.38438170729269994,1,0.5006
0.74825,0.7388752491474152,0.462,1.5860586605072022,3,5,0.38438170729269994,1,0.5006
0.7685,0.6737746176719666,0.466,1.6598220682144165,3,5,0.38438170729269994,1,0.5006
0.76975,0.663212760925293,0.464,1.598918155670166,3,5,0.38438170729269994,1,0.5006
0.7765,0.6434257574081421,0.493,1.576458490371704,3,5,0.38438170729269994,1,0.5006
0.80275,0.5961060464382172,0.479,1.6286115493774413,3,5,0.38438170729269994,1,0.5006
0.79625,0.5792915358543396,0.469,1.6787902040481568,3,5,0.38438170729269994,1,0.5006
0.80725,0.5539554641246796,0.477,1.7169515571594238,3,5,0.38438170729269994,1,0.5006
0.8215,0.5304013576507568,0.484,1.6188258361816406,3,5,0.38438170729269994,1,0.5006
0.82,0.5269335454702377,0.491,1.661150086402893,3,5,0.38438170729269994,1,0.5006
0.83225,0.4898405591249466,0.488,1.6725394229888917,3,5,0.38438170729269994,1,0.5006
0.84375,0.4637154690027237,0.489,1.6521251068115235,3,5,0.38438170729269994,1,0.5006
0.85575,0.41896297240257263,0.477,1.7292974224090576,3,5,0.38438170729269994,1,0.5006
0.85775,0.42643178844451907,0.495,1.7311740989685058,3,5,0.38438170729269994,1,0.5006
0.8635,0.40215988516807555,0.473,1.7483589477539063,3,5,0.38438170729269994,1,0.5006
0.87375,0.37299655556678774,0.486,1.7533603172302246,3,5,0.38438170729269994,1,0.5006
0.88075,0.3657872892618179,0.481,1.7735875396728515,3,5,0.38438170729269994,1,0.5006
0.88625,0.3382944048643112,0.482,1.7793379459381105,3,5,0.38438170729269994,1,0.5006
0.886,0.33726034688949585,0.487,1.884349557876587,3,5,0.38438170729269994,1,0.5006
0.88625,0.33803168404102324,0.495,1.801456835746765,3,5,0.38438170729269994,1,0.5006
0.89625,0.29840725314617156,0.478,1.8415399007797242,3,5,0.38438170729269994,1,0.5006
0.89175,0.29965565812587736,0.49,1.8426683006286622,3,5,0.38438170729269994,1,0.5006
0.90525,0.28214977705478667,0.487,1.8616356077194214,3,5,0.38438170729269994,1,0.5006
0.9035,0.2761131735444069,0.497,1.8982575244903563,3,5,0.38438170729269994,1,0.5006
0.91675,0.2589873899817467,0.489,1.9363473463058472,3,5,0.38438170729269994,1,0.5006
0.9205,0.25182497292757033,0.488,1.9172698621749877,3,5,0.38438170729269994,1,0.5006
0.92,0.23223659011721612,0.488,1.9781973781585693,3,5,0.38438170729269994,1,0.5006
0.908,0.26267044359445574,0.492,1.956362668991089,3,5,0.38438170729269994,1,0.5006
0.93125,0.22730782157182694,0.493,2.0113763580322264,3,5,0.38438170729269994,1,0.5006
0.93575,0.21206049853563308,0.494,2.081528121948242,3,5,0.38438170729269994,1,0.5006
0.92775,0.2118437772989273,0.488,1.9981931304931642,3,5,0.38438170729269994,1,0.5006
0.939,0.18810907760262488,0.485,2.1028940896987915,3,5,0.38438170729269994,1,0.5006
0.9335,0.2050349608361721,0.495,1.9625889186859131,3,5,0.38438170729269994,1,0.5006
0.94,0.18671941816806792,0.505,2.072974509239197,3,5,0.38438170729269994,1,0.5006
0.94275,0.17865246540308,0.479,2.124233811378479,3,5,0.38438170729269994,1,0.5006
0.94225,0.17193006083369256,0.493,2.057255944252014,3,5,0.38438170729269994,1,0.5006
0.949,0.15149631044268608,0.496,2.08669748878479,3,5,0.38438170729269994,1,0.5006
0.94775,0.15784224531054497,0.491,2.1336827917098997,3,5,0.38438170729269994,1,0.5006
0.946,0.15658539253473283,0.49,2.1374193878173826,3,5,0.38438170729269994,1,0.5006
0.9515,0.15118640822172164,0.499,2.1107452602386476,3,5,0.38438170729269994,1,0.5006
0.9555,0.14360418702661992,0.503,2.227526047706604,3,5,0.38438170729269994,1,0.5006
0.9515,0.1465129172950983,0.491,2.2502436695098877,3,5,0.38438170729269994,1,0.5006
0.96075,0.12447401705384255,0.491,2.169758873939514,3,5,0.38438170729269994,1,0.5006
0.9535,0.14517569947242737,0.49,2.2520358695983886,3,5,0.38438170729269994,1,0.5006
0.961,0.1287823655307293,0.487,2.151825937271118,3,5,0.38438170729269994,1,0.5006
0.958,0.12893199065327646,0.481,2.260197242736816,3,5,0.38438170729269994,1,0.5006
0.957,0.12430732208490372,0.507,2.2460214433670043,3,5,0.38438170729269994,1,0.5006
0.96225,0.12128859649598599,0.491,2.259688503265381,3,5,0.38438170729269994,1,0.5006
0.964,0.11366409070789814,0.491,2.3020215225219727,3,5,0.38438170729269994,1,0.5006
0.965,0.10646403382718563,0.503,2.314739543914795,3,5,0.38438170729269994,1,0.5006
0.96425,0.11234917177259922,0.492,2.347430206298828,3,5,0.38438170729269994,1,0.5006
0.96,0.1241293448060751,0.498,2.249237497329712,3,5,0.38438170729269994,1,0.5006
0.967,0.10377186011523008,0.494,2.266876111984253,3,5,0.38438170729269994,1,0.5006
0.96325,0.10818664656579495,0.499,2.3358108253479,3,5,0.38438170729269994,1,0.5006
0.96525,0.10837810759991408,0.506,2.2742018299102784,3,5,0.38438170729269994,1,0.5006
0.97125,0.08463553290069104,0.506,2.394398633956909,3,5,0.38438170729269994,1,0.5006
0.72675,0.7797289535999298,0.495,1.5177968730926514,4,3,0.056712977317443194,1,0.5054000000000001
0.73575,0.7354394643306732,0.501,1.4847543907165528,4,3,0.056712977317443194,1,0.5054000000000001
0.75625,0.7182302227020264,0.492,1.4849262714385987,4,3,0.056712977317443194,1,0.5054000000000001
0.76525,0.6574807665348052,0.497,1.544741153717041,4,3,0.056712977317443194,1,0.5054000000000001
0.7815,0.6490637621879578,0.506,1.5173453578948974,4,3,0.056712977317443194,1,0.5054000000000001
0.77325,0.6306574811935425,0.505,1.5653353338241578,4,3,0.056712977317443194,1,0.5054000000000001
0.79375,0.5924067664146423,0.511,1.560774666786194,4,3,0.056712977317443194,1,0.5054000000000001
0.81575,0.5527797619104385,0.513,1.5671497735977173,4,3,0.056712977317443194,1,0.5054000000000001
0.8145,0.5490159606933593,0.506,1.6096350011825562,4,3,0.056712977317443194,1,0.5054000000000001
0.82225,0.5169106867313386,0.501,1.6117178916931152,4,3,0.056712977317443194,1,0.5054000000000001
0.8275,0.5022451349496841,0.5,1.6141924018859863,4,3,0.056712977317443194,1,0.5054000000000001
0.848,0.45240435934066775,0.504,1.6387389307022096,4,3,0.056712977317443194,1,0.5054000000000001
0.84125,0.4478693544864655,0.508,1.643233003616333,4,3,0.056712977317443194,1,0.5054000000000001
0.85475,0.42319360756874086,0.502,1.6688674392700196,4,3,0.056712977317443194,1,0.5054000000000001
0.8565,0.40794694888591765,0.514,1.6853910369873046,4,3,0.056712977317443194,1,0.5054000000000001
0.87075,0.38281540024280547,0.521,1.7197881269454955,4,3,0.056712977317443194,1,0.5054000000000001
0.87,0.38106367754936216,0.511,1.728129581451416,4,3,0.056712977317443194,1,0.5054000000000001
0.882,0.35099060368537904,0.508,1.7859461841583253,4,3,0.056712977317443194,1,0.5054000000000001
0.87925,0.34843893218040467,0.5,1.754765001296997,4,3,0.056712977317443194,1,0.5054000000000001
0.896,0.31948363423347476,0.51,1.8089838848114013,4,3,0.056712977317443194,1,0.5054000000000001
0.89325,0.3183415766954422,0.509,1.7813786087036132,4,3,0.056712977317443194,1,0.5054000000000001
0.89475,0.29558807295560835,0.501,1.8161662940979004,4,3,0.056712977317443194,1,0.5054000000000001
0.89775,0.30033209013938905,0.509,1.8379347858428956,4,3,0.056712977317443194,1,0.5054000000000001
0.9105,0.27543475592136385,0.498,1.894969997406006,4,3,0.056712977317443194,1,0.5054000000000001
0.919,0.2449129847884178,0.5,1.894933853149414,4,3,0.056712977317443194,1,0.5054000000000001
0.9215,0.2435859985947609,0.502,1.9834447631835936,4,3,0.056712977317443194,1,0.5054000000000001
0.91675,0.23214663147926332,0.51,1.994799825668335,4,3,0.056712977317443194,1,0.5054000000000001
0.91825,0.24196639609336854,0.506,1.9094988536834716,4,3,0.056712977317443194,1,0.5054000000000001
0.92625,0.22071406570076943,0.498,1.9848948860168456,4,3,0.056712977317443194,1,0.5054000000000001
0.933,0.21016468334198,0.501,1.9794413642883302,4,3,0.056712977317443194,1,0.5054000000000001
0.932,0.20081860956549644,0.499,2.011220414161682,4,3,0.056712977317443194,1,0.5054000000000001
0.932,0.20154035991430283,0.495,2.0228006553649904,4,3,0.056712977317443194,1,0.5054000000000001
0.93825,0.19446356776356696,0.496,2.0436354541778563,4,3,0.056712977317443194,1,0.5054000000000001
0.94175,0.17586519372463227,0.508,2.126705488204956,4,3,0.056712977317443194,1,0.5054000000000001
0.943,0.17490496879816056,0.519,2.1049069328308105,4,3,0.056712977317443194,1,0.5054000000000001
0.94275,0.18227632883191108,0.505,2.118090732574463,4,3,0.056712977317443194,1,0.5054000000000001
0.94625,0.1773445673584938,0.501,2.098897384643555,4,3,0.056712977317443194,1,0.5054000000000001
0.9495,0.15729838554561137,0.493,2.131248477935791,4,3,0.056712977317443194,1,0.5054000000000001
0.95975,0.13930563434958457,0.496,2.2613026504516602,4,3,0.056712977317443194,1,0.5054000000000001
0.9525,0.1483608944416046,0.505,2.1675233726501464,4,3,0.056712977317443194,1,0.5054000000000001
0.9495,0.1471750275492668,0.504,2.3003760643005373,4,3,0.056712977317443194,1,0.5054000000000001
0.9575,0.14170078247785567,0.485,2.1786835098266604,4,3,0.056712977317443194,1,0.5054000000000001
0.9565,0.14315423727035523,0.51,2.249405828475952,4,3,0.056712977317443194,1,0.5054000000000001
0.962,0.12587036933004855,0.506,2.3007583503723144,4,3,0.056712977317443194,1,0.5054000000000001
0.956,0.13851727777719497,0.497,2.2280239315032957,4,3,0.056712977317443194,1,0.5054000000000001
0.95725,0.13448313984274865,0.501,2.191917726516724,4,3,0.056712977317443194,1,0.5054000000000001
0.967,0.10801025293767452,0.507,2.2538243827819824,4,3,0.056712977317443194,1,0.5054000000000001
0.962,0.12205073365569115,0.5,2.290517728805542,4,3,0.056712977317443194,1,0.5054000000000001
0.96075,0.11652190613746644,0.505,2.4177912616729738,4,3,0.056712977317443194,1,0.5054000000000001
0.96,0.11949211378768086,0.502,2.3584960174560545,4,3,0.056712977317443194,1,0.5054000000000001
0.96825,0.10401445780694485,0.5,2.372593267440796,4,3,0.056712977317443194,1,0.5054000000000001
0.96475,0.10518726307153702,0.509,2.339744550704956,4,3,0.056712977317443194,1,0.5054000000000001
0.96675,0.10281419702619314,0.503,2.3810973968505857,4,3,0.056712977317443194,1,0.5054000000000001
0.96375,0.10714861434698104,0.505,2.4715955772399902,4,3,0.056712977317443194,1,0.5054000000000001
0.96575,0.10638461279124022,0.504,2.3492971324920653,4,3,0.056712977317443194,1,0.5054000000000001
0.96575,0.10396608851104974,0.51,2.3456242694854734,4,3,0.056712977317443194,1,0.5054000000000001
0.97025,0.09053718645870686,0.509,2.4109984169006347,4,3,0.056712977317443194,1,0.5054000000000001
0.97125,0.08835257242619991,0.498,2.4736362686157225,4,3,0.056712977317443194,1,0.5054000000000001
0.97675,0.07790594520419836,0.505,2.4949796257019043,4,3,0.056712977317443194,1,0.5054000000000001
0.96725,0.09285781422257423,0.505,2.5012836608886717,4,3,0.056712977317443194,1,0.5054000000000001
0.55075,1.3860970315933228,0.487,1.3909175329208374,5,3,0.47766511732135,1,0.4894
0.58175,1.2717469305992126,0.495,1.404337339401245,5,3,0.47766511732135,1,0.4894
0.58975,1.2353315906524658,0.48,1.408829225540161,5,3,0.47766511732135,1,0.4894
