INFO:root:run_bayesianopt ran with args: (), and kwargs: {'dataset_name': 'cifar10', 'model_name': 'basicCNN', 'num_classes': 10, 'val_set_size': 1000, 'train_set_size': 2000, 'opt_iterations': 10000, 'opt_samples': 1, 'opt_initial_points': 10, 'child_epochs': 60, 'child_first_train_epochs': 0, 'child_batch_size': 32, 'opt_last_n_epochs': 5}
INFO:root:1, 0.49833333333333335, ['dropout', 0.8442657485810175, 'invert', 0.8472517387841256, 0.6235636967859725]
INFO:root:2, 0.48266666666666663, ['sharpen', 0.29753460654447234, 'crop', 0.27265629458011326, 0.47766511732135]
INFO:root:3, 0.447, ['brighten', 0.47997717237505744, 'sharpen', 0.8360787635373778, 0.33739616041726844]
INFO:root:4, 0.466, ['coarse-dropout', 0.368241539840548, 'clouds', 0.14035078041264518, 0.8700872583584366]
INFO:root:5, 0.443, ['emboss', 0.8009107519796445, 'additive-gaussian-noise', 0.6788795301189604, 0.7206326547259169]
INFO:root:6, 0.4096666666666667, ['dropout', 0.5373732294490108, 'brighten', 0.10590760718779216, 0.47360041934665753]
INFO:root:7, 0.46666666666666673, ['rotate', 0.7369181771289582, 'shear', 0.13521817340545209, 0.32414100779321414]
INFO:root:8, 0.45766666666666667, ['rotate', 0.2223213882515877, 'sharpen', 0.9025984755294049, 0.4499499899112277]
INFO:root:9, 0.4383333333333333, ['dropout', 0.9023485831739845, 'gaussian-blur', 0.969809067746749, 0.6531400357979378]
INFO:root:10, 0.4656666666666667, ['rotate', 0.35815216696952507, 'brighten', 0.6078306687154679, 0.32504722900835253]
INFO:root:11, 0.4366666666666667, ['dropout', 0.9146001423523462, 'coarse-dropout', 0.9151326461535193, 0.46564434181700054]
INFO:root:12, 0.439, ['dropout', 0.9248406437939632, 'dropout', 0.4013112693360368, 0.47033098814887886]
INFO:root:13, 0.42933333333333334, ['dropout', 0.9276587523699734, 'sharpen', 0.23502674438991017, 0.5093725139335946]
INFO:root:14, 0.4546666666666667, ['dropout', 0.756465730930217, 'fog', 0.04951731812915584, 0.5436409774960506]
INFO:root:15, 0.43733333333333335, ['dropout', 0.815280091401421, 'brighten', 0.22937191469153556, 0.4802137950693839]
INFO:root:16, 0.49766666666666665, ['dropout', 0.9467662455475278, 'invert', 0.288389837994471, 0.4839536916838242]
INFO:root:17, 0.45333333333333337, ['dropout', 0.9065179457479725, 'brighten', 0.07385468370543403, 0.2793196864129713]
INFO:root:18, 0.4366666666666667, ['dropout', 0.9543875058720191, 'brighten', 0.18304094097275994, 0.5161790705448202]
INFO:root:19, 0.4363333333333333, ['dropout', 0.9910482445109424, 'brighten', 0.4894839927620461, 0.8014918836270745]
INFO:root:20, 0.43966666666666665, ['dropout', 0.9243089124408296, 'brighten', 0.3968396959558905, 0.485102626378371]
INFO:root:21, 0.41966666666666663, ['dropout', 0.7635370345528869, 'brighten', 0.31065279472200197, 0.4374478451263065]
INFO:root:22, 0.4706666666666666, ['translate-x', 0.6521540131706421, 'brighten', 0.13821712453236004, 0.46549427659461917]
INFO:root:23, 0.428, ['dropout', 0.4468170114748371, 'brighten', 0.29332062125578967, 0.7591463177010744]
INFO:root:24, 0.4443333333333333, ['dropout', 0.7874049855392268, 'brighten', 0.27130920998499836, 0.3275322512068248]
INFO:root:25, 0.4346666666666667, ['dropout', 0.4694481193173209, 'brighten', 0.2837839678037842, 0.8463789245774875]
INFO:root:26, 0.441, ['dropout', 0.25715607678905744, 'brighten', 0.8921111854712662, 0.4876284503319228]
INFO:root:27, 0.442, ['dropout', 0.5276136989319432, 'dropout', 0.3430806147785375, 0.5025188231561959]
INFO:root:28, 0.42133333333333334, ['dropout', 0.10634201218368702, 'dropout', 0.3009696368705412, 0.3304263403535785]
INFO:root:29, 0.472, ['dropout', 0.468565442161359, 'gamma-contrast', 0.28297117051166315, 0.024207558578051132]
INFO:root:30, 0.4503333333333333, ['dropout', 0.28395284513578406, 'shear', 0.28886113741112346, 0.3879607393489982]
INFO:root:31, 0.4013333333333334, ['dropout', 0.3139778706114596, 'brighten', 0.0929521316290879, 0.4576485849511295]
INFO:root:32, 0.4443333333333333, ['dropout', 0.16745957209261056, 'brighten', 0.019504440600423893, 0.09871622365756685]
INFO:root:33, 0.43, ['dropout', 0.1608965087971337, 'translate-y', 0.12067643244409224, 0.4441669443815571]
INFO:root:34, 0.44366666666666665, ['dropout', 0.2955178306044977, 'crop', 0.10605130984109659, 0.7733920711502112]
INFO:root:35, 0.4346666666666667, ['dropout', 0.3171293048414831, 'brighten', 0.7959766444888569, 0.4638537371106942]
INFO:root:36, 0.44933333333333336, ['dropout', 0.44309188175890124, 'translate-y', 0.10258416908144499, 0.4347369400708945]
INFO:root:37, 0.46799999999999997, ['dropout', 0.19010968236265496, 'translate-x', 0.9559619815743486, 0.4595934349997832]
INFO:root:38, 0.4683333333333333, ['emboss', 0.396336597283765, 'brighten', 0.08117234376687034, 0.4699517296872666]
INFO:root:39, 0.42733333333333334, ['dropout', 0.8503324071135434, 'rotate', 0.22441043560101265, 0.4748798906841667]
INFO:root:40, 0.47733333333333333, ['dropout', 0.9740716260991592, 'gamma-contrast', 0.302646090468119, 0.5073247500941086]
INFO:root:41, 0.4423333333333333, ['dropout', 0.2424600847860789, 'brighten', 0.822405278393833, 0.4039126011845289]
INFO:root:42, 0.43533333333333335, ['dropout', 0.09213933343970117, 'brighten', 0.05759252463598198, 0.46087040908615917]
INFO:root:43, 0.42566666666666664, ['dropout', 0.3486294628053616, 'brighten', 0.9803020495296051, 0.45973955069691885]
INFO:root:44, 0.4363333333333333, ['dropout', 0.6607514096006758, 'brighten', 0.9030189167401218, 0.4639980498982109]
INFO:root:45, 0.436, ['dropout', 0.9580250667014985, 'dropout', 0.6947530710325923, 0.5197626663343605]
INFO:root:46, 0.4703333333333333, ['dropout', 0.8882058896175277, 'fog', 0.2950414903714, 0.5190501937599341]
INFO:root:47, 0.4403333333333333, ['dropout', 0.690300510799209, 'brighten', 0.13760671580812447, 0.4615064961138321]
