acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc
0.887,0.323,0.494,2.582,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.895,0.308,0.507,2.446,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.906,0.277,0.547,2.314,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.904,0.274,0.547,2.295,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.918,0.238,0.518,2.399,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.924,0.229,0.525,2.681,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.932,0.217,0.422,3.313,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.938,0.187,0.523,2.527,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.929,0.204,0.533,2.449,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.928,0.234,0.538,2.442,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.937,0.185,0.531,2.531,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.941,0.191,0.465,3.39,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.943,0.188,0.497,2.773,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.943,0.175,0.512,2.894,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.945,0.175,0.502,2.849,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.945,0.175,0.528,2.704,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.948,0.154,0.532,2.73,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.942,0.176,0.54,2.476,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.96,0.128,0.529,2.738,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.957,0.125,0.511,2.933,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.951,0.159,0.546,2.623,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.952,0.148,0.528,3.187,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.958,0.128,0.538,2.826,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.955,0.13,0.529,2.714,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.956,0.14,0.527,2.702,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.96,0.129,0.548,2.856,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.961,0.13,0.522,3.126,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.965,0.117,0.533,3.259,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.966,0.131,0.522,3.158,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.958,0.126,0.541,3.104,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.963,0.133,0.53,3.25,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.964,0.12,0.549,2.986,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.958,0.138,0.526,3.013,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.959,0.141,0.534,2.875,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.97,0.105,0.529,3.168,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.36
0.161,2.209,0.148,2.548,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.252,2.01,0.274,1.958,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.298,1.857,0.342,1.862,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.366,1.75,0.391,1.688,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.403,1.634,0.379,1.704,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.427,1.552,0.409,1.574,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.48,1.447,0.456,1.527,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.525,1.328,0.444,1.564,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.553,1.233,0.435,1.725,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.588,1.178,0.498,1.46,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.631,1.065,0.477,1.483,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.649,0.987,0.524,1.443,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.691,0.873,0.489,1.487,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.71,0.813,0.5,1.58,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.738,0.759,0.52,1.466,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.76,0.674,0.456,1.938,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.783,0.631,0.543,1.51,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.803,0.578,0.514,1.663,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.813,0.514,0.551,1.581,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.83,0.491,0.543,1.671,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.845,0.454,0.53,1.656,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.853,0.415,0.521,1.839,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.875,0.362,0.532,2.017,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.868,0.379,0.449,2.476,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.868,0.363,0.51,2.195,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.888,0.329,0.52,2.002,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.897,0.29,0.514,2.091,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.895,0.3,0.535,2.177,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.91,0.283,0.52,2.286,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.916,0.252,0.554,2.189,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.916,0.244,0.542,2.233,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.915,0.267,0.533,2.314,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.923,0.241,0.516,2.468,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.913,0.263,0.54,2.402,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.925,0.215,0.547,2.522,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.924,0.237,0.545,2.049,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.922,0.242,0.542,2.21,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.93,0.208,0.53,2.951,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.921,0.244,0.554,2.675,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.919,0.257,0.545,2.508,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.936,0.222,0.553,2.597,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.923,0.235,0.54,2.441,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.929,0.236,0.557,2.725,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.935,0.224,0.542,2.643,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.93,0.229,0.548,2.537,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.926,0.245,0.514,3.293,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.926,0.248,0.547,2.692,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.928,0.244,0.56,2.845,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.934,0.219,0.544,2.835,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.938,0.207,0.54,2.307,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.927,0.231,0.584,2.666,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.93,0.246,0.562,2.346,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.936,0.222,0.562,3.008,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.924,0.235,0.571,2.146,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.926,0.256,0.555,2.802,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.928,0.223,0.528,3.051,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.929,0.266,0.545,2.758,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.934,0.227,0.543,2.884,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.921,0.274,0.534,2.304,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.928,0.248,0.542,2.702,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.419
0.144,2.255,0.093,3.296,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.207,2.108,0.099,5.197,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.262,2.017,0.282,1.866,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.301,1.91,0.304,1.96,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.326,1.828,0.256,2.16,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.346,1.78,0.348,1.955,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.379,1.719,0.423,1.563,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.41,1.618,0.345,1.97,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.424,1.566,0.338,1.959,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.458,1.491,0.397,1.775,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.488,1.41,0.36,1.894,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.516,1.349,0.398,1.777,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.544,1.268,0.484,1.552,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.574,1.189,0.465,1.663,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.6,1.11,0.374,2.208,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.622,1.053,0.492,1.576,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.65,0.98,0.457,1.691,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.672,0.916,0.444,2.258,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.705,0.839,0.417,2.206,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.716,0.793,0.5,1.81,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.736,0.738,0.437,2.43,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.757,0.694,0.482,1.92,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.761,0.671,0.423,2.343,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.787,0.625,0.493,1.946,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.799,0.57,0.482,2.399,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.811,0.552,0.473,2.71,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.812,0.524,0.492,2.445,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.815,0.51,0.476,2.488,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.838,0.466,0.437,3.196,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.839,0.46,0.469,2.6,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.839,0.458,0.48,2.625,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.856,0.4,0.509,2.777,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.857,0.406,0.497,2.737,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.862,0.389,0.48,2.842,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.865,0.392,0.494,2.523,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.871,0.39,0.497,2.939,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.877,0.355,0.495,3.01,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.874,0.362,0.469,2.908,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.879,0.357,0.479,3.077,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.884,0.333,0.48,3.095,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.881,0.348,0.49,3.049,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.884,0.323,0.49,3.155,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.891,0.313,0.497,3.081,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.891,0.32,0.474,3.076,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.897,0.32,0.466,3.125,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.891,0.305,0.484,3.557,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.897,0.297,0.481,3.183,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.902,0.284,0.447,3.7,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.899,0.309,0.5,3.245,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.897,0.304,0.489,3.143,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.904,0.283,0.486,3.49,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.904,0.293,0.468,3.733,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.908,0.263,0.494,3.356,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.908,0.278,0.469,3.342,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.909,0.276,0.479,3.457,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.911,0.258,0.459,4.12,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.905,0.276,0.462,4.373,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.911,0.265,0.507,3.554,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.913,0.26,0.464,3.435,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
0.904,0.277,0.494,3.631,3,translate-y,0.648,translate-y,0.957,rotate,0.87,0.474,1,0.358
