acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc
0.345,1.793,0.37,1.76,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.366,1.766,0.378,1.742,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.374,1.736,0.403,1.703,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.373,1.752,0.399,1.722,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.378,1.727,0.397,1.703,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.4,1.704,0.397,1.682,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.402,1.692,0.398,1.695,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.417,1.658,0.4,1.685,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.422,1.653,0.401,1.717,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.44,1.624,0.391,1.666,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.402,1.613,0.379,1.744,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.423,1.614,0.393,1.674,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.447,1.596,0.395,1.694,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.429,1.584,0.401,1.651,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.456,1.556,0.395,1.667,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.462,1.521,0.399,1.664,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.467,1.523,0.406,1.69,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.454,1.5,0.398,1.689,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.486,1.476,0.398,1.68,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.478,1.482,0.399,1.682,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.485,1.452,0.364,1.786,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.485,1.426,0.39,1.717,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.47,1.447,0.416,1.632,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.507,1.401,0.401,1.668,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.507,1.403,0.347,1.892,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.513,1.394,0.401,1.627,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.524,1.371,0.37,1.768,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.51,1.35,0.402,1.68,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
0.523,1.345,0.414,1.615,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.402
