acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc
0.0999999995827675,2.298493444442749,0.12299999946355819,2.3022692966461182,0,first,0.0,first,0.0,0.0,1,
0.11300000011920928,2.2927445430755613,0.16199999976158141,2.2987335109710694,0,first,0.0,first,0.0,0.0,1,
0.12899999988079072,2.292712163925171,0.17499999845027925,2.294878219604492,0,first,0.0,first,0.0,0.0,1,
0.13899999964237214,2.2857229595184325,0.19200000059604644,2.28950728225708,0,first,0.0,first,0.0,0.0,1,
0.1550000009536743,2.280218427658081,0.18599999952316285,2.283831790924072,0,first,0.0,first,0.0,0.0,1,
0.17099999845027924,2.270435451507568,0.19700000047683716,2.2743573722839354,0,first,0.0,first,0.0,0.0,1,
0.17500000166893007,2.260413158416748,0.20100000035762786,2.261188184738159,0,first,0.0,first,0.0,0.0,1,
0.19499999928474426,2.2439495162963867,0.20299999928474427,2.2439260959625242,0,first,0.0,first,0.0,0.0,1,
0.19100000047683716,2.229848150253296,0.23500000023841858,2.2207142372131345,0,first,0.0,first,0.0,0.0,1,
0.21399999892711638,2.1986082496643067,0.20900000047683714,2.193801504135132,0,first,0.0,first,0.0,0.0,1,
0.20600000059604645,2.1814808406829833,0.23299999928474427,2.1690958976745605,0,first,0.0,first,0.0,0.0,1,
0.2430000001192093,2.143745975494385,0.23999999916553497,2.1438143043518068,0,first,0.0,first,0.0,0.0,1,
0.24300000023841858,2.132295181274414,0.22699999833106996,2.1352878475189208,0,first,0.0,first,0.0,0.0,1,
0.2220000011920929,2.1062267055511477,0.21499999916553497,2.1044874515533447,0,first,0.0,first,0.0,0.0,1,
0.23200000023841857,2.096247278213501,0.2400000001192093,2.084520797729492,0,first,0.0,first,0.0,0.0,1,
0.23400000035762786,2.0706735935211182,0.22200000035762787,2.0750443172454833,0,first,0.0,first,0.0,0.0,1,
0.23500000071525573,2.0671085414886474,0.2500000013113022,2.069418254852295,0,first,0.0,first,0.0,0.0,1,
0.23600000214576722,2.0644350299835206,0.2480000002384186,2.0647487392425536,0,first,0.0,first,0.0,0.0,1,
0.2580000003576279,2.0423588886260986,0.2479999988079071,2.038083797454834,0,first,0.0,first,0.0,0.0,1,
0.2550000009536743,2.0462095451354982,0.22399999916553498,2.0439954566955567,0,first,0.0,first,0.0,0.0,1,
0.25500000154972075,2.0239071140289306,0.23400000166893006,2.0591466598510744,0,first,0.0,first,0.0,0.0,1,
0.2630000033378601,2.0210172538757325,0.25699999916553495,2.0339977340698243,0,first,0.0,first,0.0,0.0,1,
0.2890000007152557,1.9998874740600585,0.252,2.0093186740875244,0,first,0.0,first,0.0,0.0,1,
0.2669999988079071,2.0178008308410647,0.2710000013113022,2.010336922645569,0,first,0.0,first,0.0,0.0,1,
0.28999999952316285,1.9820338106155395,0.25700000214576724,1.991347014427185,0,first,0.0,first,0.0,0.0,1,
0.30800000071525574,1.976212984085083,0.23400000143051147,2.026100078582764,0,first,0.0,first,0.0,0.0,1,
0.2709999973773956,2.009060229301453,0.2809999997615814,1.9704005222320558,0,first,0.0,first,0.0,0.0,1,
0.29499999928474424,1.95901362991333,0.2709999988079071,1.9697084302902221,0,first,0.0,first,0.0,0.0,1,
0.29799999833106994,1.9401267156600952,0.29000000333786013,1.9595286540985108,0,first,0.0,first,0.0,0.0,1,
0.27500000143051145,1.9739613704681396,0.28300000333786013,1.963873049736023,0,first,0.0,first,0.0,0.0,1,
0.20887245876841978,2.3126378492741986,0.31000000166893005,1.9933941249847411,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
0.20640788678577926,2.2477210328965294,0.2980000021457672,2.0001024370193483,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
0.2107208876039096,2.2266670116582037,0.30500000309944153,2.0120061473846436,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
0.23536660520845332,2.189082019503882,0.31100000071525574,2.0140993843078614,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
0.22612446103100414,2.195261767523126,0.2490000002384186,2.0769366760253907,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
0.2267406037649988,2.1840319718685843,0.22999999928474427,2.079904396057129,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
0.2304374616471471,2.1919303936350145,0.30099999737739563,2.025890951156616,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.3917999989509583
