INFO:root:run_bayesianopt ran with args: (), and kwargs: {'dataset_name': 'cifar10', 'num_classes': 10, 'validation_set_size': 1000, 'training_set_size': 1000, 'opt_iterations': 1000, 'opt_samples': 1, 'opt_initial_points': 10, 'child_epochs': 100, 'child_first_train_epochs': 30, 'child_batch_size': 256, 'opt_last_n_epochs': 5}
INFO:root:1, 0.3917999989509583, ['dropout', 0.8442657485810175, 'invert', 0.8472517387841256, 0.6235636967859725]
INFO:root:2, 0.4027999991893768, ['sharpen', 0.29753460654447234, 'crop', 0.27265629458011326, 0.47766511732135]
INFO:root:3, 0.39080000114440916, ['brighten', 0.47997717237505744, 'sharpen', 0.8360787635373778, 0.33739616041726844]
INFO:root:4, 0.39999999923706053, ['coarse-dropout', 0.368241539840548, 'clouds', 0.14035078041264518, 0.8700872583584366]
INFO:root:5, 0.3796000010490418, ['emboss', 0.8009107519796445, 'additive-gaussian-noise', 0.6788795301189604, 0.7206326547259169]
INFO:root:6, 0.38339999856948853, ['dropout', 0.5373732294490108, 'brighten', 0.10590760718779216, 0.47360041934665753]
INFO:root:7, 0.3968000015258789, ['rotate', 0.7369181771289582, 'shear', 0.13521817340545209, 0.32414100779321414]
INFO:root:8, 0.39200000076293945, ['rotate', 0.2223213882515877, 'sharpen', 0.9025984755294049, 0.4499499899112277]
INFO:root:9, 0.3957999991893768, ['dropout', 0.9023485831739845, 'gaussian-blur', 0.969809067746749, 0.6531400357979378]
INFO:root:10, 0.3876000007152557, ['rotate', 0.35815216696952507, 'brighten', 0.6078306687154679, 0.32504722900835253]
INFO:root:11, 0.4168000010013581, ['translate-x', 0.9628980755711468, 'sharpen', 0.1529792960718798, 0.46707900984387685]
INFO:root:12, 0.4022000014305115, ['sharpen', 0.7573490150021677, 'crop', 0.4329619147872128, 0.45970008344136815]
INFO:root:13, 0.3857999979496003, ['additive-gaussian-noise', 0.8470138017320344, 'translate-y', 0.5212063996736285, 0.4636301632520402]
INFO:root:14, 0.4235999987602234, ['shear', 0.5613690967699929, 'shear', 0.4221347652332482, 0.4742112639624322]
INFO:root:15, 0.4039999990940094, ['crop', 0.6250437629540637, 'clouds', 0.5008633434751275, 0.8398481966515075]
INFO:root:16, 0.41099999909400936, ['shear', 0.5577651305050971, 'brighten', 0.5013649337014894, 0.45842914048726424]
INFO:root:17, 0.4096000001907349, ['crop', 0.6401281198878113, 'invert', 0.5122106254591279, 0.46845736563476803]
INFO:root:18, 0.3922000016212463, ['crop', 0.5811857338073358, 'dropout', 0.5234682997287113, 0.11160117362825009]
INFO:root:19, 0.3676000011444092, ['additive-gaussian-noise', 0.8660864256845529, 'dropout', 0.5170711004914289, 0.46430955230298776]
INFO:root:20, 0.33479999933242793, ['clouds', 0.8400339053528185, 'translate-y', 0.5152287178266716, 0.53944310147375]
INFO:root:21, 0.38740000095367433, ['crop', 0.8478300038387131, 'emboss', 0.5137965539301416, 0.7451341588141396]
INFO:root:22, 0.40400000195503233, ['translate-x', 0.9387957429830954, 'sharpen', 0.5145371222778995, 0.2605979656457888]
INFO:root:23, 0.3758000021457672, ['dropout', 0.8380372001779002, 'fog', 0.5149511470065556, 0.8639119374131481]
INFO:root:24, 0.3948000001907349, ['translate-x', 0.841825268667953, 'invert', 0.5171687837615107, 0.5236101080373871]
INFO:root:25, 0.3979999985218048, ['additive-gaussian-noise', 0.8252788588876252, 'invert', 0.5156510021926154, 0.9476524713304233]
INFO:root:26, 0.3792000020503997, ['crop', 0.5912897137802859, 'rotate', 0.5152402472079464, 0.5458272383322355]
INFO:root:27, 0.41980000061988826, ['invert', 0.8925121435166602, 'brighten', 0.5152700948082359, 0.4408497539628936]
INFO:root:28, 0.40280000133514404, ['gaussian-blur', 0.4269605900715081, 'brighten', 0.5149255508205919, 0.3774656474626117]
INFO:root:29, 0.4056000009059906, ['shear', 0.848156719239932, 'gamma-contrast', 0.5159411998814524, 0.5734211752993764]
INFO:root:30, 0.39480000038146973, ['brighten', 0.5531895851303644, 'sharpen', 0.5152158245547007, 0.5678959347491191]
INFO:root:31, 0.3999999995231629, ['dropout', 0.8337706056041834, 'gaussian-blur', 0.5895560738891592, 0.5330332541490619]
INFO:root:32, 0.37659999957084656, ['shear', 0.4319839261081102, 'rotate', 0.5149701652363878, 0.5536112880190004]
INFO:root:33, 0.3824000012397766, ['translate-y', 0.8524501895960069, 'translate-x', 0.5149645360857312, 0.34843436674464895]
INFO:root:34, 0.40499999918937685, ['invert', 0.9757997631685181, 'gamma-contrast', 0.515062056480949, 0.8995874572019229]
INFO:root:35, 0.3944000002861023, ['shear', 0.4286175873242616, 'gamma-contrast', 0.515074949722243, 0.29963365558191063]
INFO:root:36, 0.3520000001430511, ['coarse-dropout', 0.8511228403158181, 'gaussian-blur', 0.5503096474729674, 0.5423241619416143]
INFO:root:37, 0.3780000000953675, ['shear', 0.863174604415422, 'emboss', 0.5697218331831209, 0.546618655135324]
INFO:root:38, 0.36840000042915344, ['clouds', 0.9707436859024904, 'shear', 0.5161690110719217, 0.542621284796989]
INFO:root:39, 0.3499999986648559, ['clouds', 0.9322263501336856, 'clouds', 0.6238356179645121, 0.5420957890259848]
INFO:root:40, 0.3686000003814697, ['clouds', 0.8513523493377966, 'sharpen', 0.35374757094716763, 0.5436906434118526]
INFO:root:41, 0.31839999887943266, ['clouds', 0.9692359499687221, 'translate-y', 0.4182457540485677, 0.5389723765039093]
INFO:root:42, 0.39939999904632567, ['clouds', 0.7645752170980681, 'translate-y', 0.42013614615949435, 0.47325619334231406]
