acc,loss,val_acc,val_loss,trial_no,aug_type,magnitude,sample_no,mean_late_val_acc
0.424,1.6179217834472657,0.373,1.744259394645691,1,5,0.8442657485810175,4,0.3894
0.435,1.584888533592224,0.37,1.7154569282531738,1,5,0.8442657485810175,4,0.3894
0.4465,1.5733666591644286,0.36,1.7693964157104491,1,5,0.8442657485810175,4,0.3894
0.4625,1.5262956104278564,0.394,1.705524052619934,1,5,0.8442657485810175,4,0.3894
0.465,1.5302841310501099,0.374,1.7109530582427979,1,5,0.8442657485810175,4,0.3894
0.4735,1.495827600479126,0.377,1.6929703865051269,1,5,0.8442657485810175,4,0.3894
0.4945,1.4620806102752686,0.372,1.7018600673675537,1,5,0.8442657485810175,4,0.3894
0.5055,1.4467019081115722,0.381,1.6903058643341065,1,5,0.8442657485810175,4,0.3894
0.4965,1.446348871231079,0.367,1.7320271282196045,1,5,0.8442657485810175,4,0.3894
0.5075,1.3957351703643799,0.396,1.68178466796875,1,5,0.8442657485810175,4,0.3894
0.51,1.3930121383666991,0.393,1.6609877138137816,1,5,0.8442657485810175,4,0.3894
0.529,1.3623814992904664,0.4,1.6888700122833251,1,5,0.8442657485810175,4,0.3894
0.5335,1.3367604217529296,0.391,1.6701636018753052,1,5,0.8442657485810175,4,0.3894
0.535,1.3211318197250366,0.367,1.7631648025512696,1,5,0.8442657485810175,4,0.3894
0.355,1.8371700925827026,0.319,1.8629529151916504,1,5,0.8442657485810175,5,0.39280000000000004
0.375,1.7344351654052734,0.326,1.8939806442260743,1,5,0.8442657485810175,5,0.39280000000000004
0.3925,1.7205146236419677,0.342,1.7953283405303955,1,5,0.8442657485810175,5,0.39280000000000004
0.4025,1.690643304824829,0.363,1.777187526702881,1,5,0.8442657485810175,5,0.39280000000000004
0.424,1.6332993049621582,0.364,1.7587373237609862,1,5,0.8442657485810175,5,0.39280000000000004
0.4235,1.627954831123352,0.365,1.7366096487045288,1,5,0.8442657485810175,5,0.39280000000000004
0.446,1.6131025562286376,0.369,1.72253134059906,1,5,0.8442657485810175,5,0.39280000000000004
0.439,1.5770045766830445,0.309,1.949763144493103,1,5,0.8442657485810175,5,0.39280000000000004
0.444,1.5717297172546387,0.369,1.7103088512420654,1,5,0.8442657485810175,5,0.39280000000000004
0.4445,1.5429668169021606,0.374,1.71699524974823,1,5,0.8442657485810175,5,0.39280000000000004
0.4585,1.5133153152465821,0.388,1.6804274110794066,1,5,0.8442657485810175,5,0.39280000000000004
0.468,1.495207021713257,0.382,1.7186809635162354,1,5,0.8442657485810175,5,0.39280000000000004
0.475,1.47616282081604,0.382,1.6886163082122803,1,5,0.8442657485810175,5,0.39280000000000004
0.496,1.4383319406509398,0.394,1.6707549324035644,1,5,0.8442657485810175,5,0.39280000000000004
0.499,1.4229246549606323,0.392,1.6667291107177735,1,5,0.8442657485810175,5,0.39280000000000004
0.502,1.4010247583389281,0.392,1.668360140800476,1,5,0.8442657485810175,5,0.39280000000000004
0.511,1.3919792461395264,0.39,1.651721242904663,1,5,0.8442657485810175,5,0.39280000000000004
0.526,1.3598362989425659,0.399,1.679886619567871,1,5,0.8442657485810175,5,0.39280000000000004
0.531,1.3523613834381103,0.394,1.6736626100540162,1,5,0.8442657485810175,5,0.39280000000000004
0.538,1.3172012596130371,0.389,1.6901117820739746,1,5,0.8442657485810175,5,0.39280000000000004
0.2855,2.0694624366760253,0.318,1.8832419395446778,2,7,0.8472517387841256,1,0.3822
0.33,1.8647902603149413,0.34,1.8340589542388916,2,7,0.8472517387841256,1,0.3822
0.339,1.8224993591308594,0.347,1.83097438621521,2,7,0.8472517387841256,1,0.3822
0.3785,1.7664273605346679,0.338,1.7936835527420043,2,7,0.8472517387841256,1,0.3822
0.3635,1.7490304832458496,0.347,1.7502260465621948,2,7,0.8472517387841256,1,0.3822
0.3795,1.7128327922821045,0.352,1.7663168306350707,2,7,0.8472517387841256,1,0.3822
0.3825,1.7073967151641847,0.361,1.7330436420440674,2,7,0.8472517387841256,1,0.3822
0.408,1.6765962257385254,0.362,1.7250655946731568,2,7,0.8472517387841256,1,0.3822
0.3985,1.6717796602249146,0.36,1.745033254623413,2,7,0.8472517387841256,1,0.3822
0.4105,1.6427484703063966,0.36,1.7677943696975709,2,7,0.8472517387841256,1,0.3822
0.41,1.62382564163208,0.37,1.7329222812652587,2,7,0.8472517387841256,1,0.3822
0.4195,1.6131022367477417,0.371,1.7273303499221802,2,7,0.8472517387841256,1,0.3822
0.4275,1.5876576528549193,0.368,1.7332863626480102,2,7,0.8472517387841256,1,0.3822
0.4545,1.552981845855713,0.385,1.6992364711761474,2,7,0.8472517387841256,1,0.3822
0.461,1.521343518257141,0.375,1.7353106145858765,2,7,0.8472517387841256,1,0.3822
0.4645,1.5271840391159057,0.378,1.7043770866394043,2,7,0.8472517387841256,1,0.3822
0.4675,1.5218013639450074,0.383,1.695128080368042,2,7,0.8472517387841256,1,0.3822
0.461,1.4815826482772827,0.389,1.7012717895507812,2,7,0.8472517387841256,1,0.3822
0.484,1.46846630859375,0.365,1.7170833206176759,2,7,0.8472517387841256,1,0.3822
0.475,1.450373146057129,0.396,1.689025577545166,2,7,0.8472517387841256,1,0.3822
0.2845,2.0578690519332885,0.333,1.8873888454437255,2,7,0.8472517387841256,2,0.3818
0.335,1.853254560470581,0.334,1.8299381246566773,2,7,0.8472517387841256,2,0.3818
0.3455,1.8101367139816285,0.348,1.847896502494812,2,7,0.8472517387841256,2,0.3818
0.358,1.7691809005737305,0.357,1.7869303855895997,2,7,0.8472517387841256,2,0.3818
0.3795,1.7415061531066895,0.348,1.791337797164917,2,7,0.8472517387841256,2,0.3818
0.382,1.716095043182373,0.356,1.7898660640716553,2,7,0.8472517387841256,2,0.3818
0.383,1.700340280532837,0.347,1.802056601524353,2,7,0.8472517387841256,2,0.3818
0.3915,1.696981325149536,0.353,1.7770056915283203,2,7,0.8472517387841256,2,0.3818
0.415,1.6524736518859864,0.362,1.7599239730834961,2,7,0.8472517387841256,2,0.3818
0.4155,1.6443543148040771,0.373,1.7213891716003418,2,7,0.8472517387841256,2,0.3818
0.419,1.6106771860122682,0.369,1.7193267059326172,2,7,0.8472517387841256,2,0.3818
0.415,1.6146729230880736,0.383,1.707896396636963,2,7,0.8472517387841256,2,0.3818
0.435,1.5813480205535888,0.382,1.7037781219482422,2,7,0.8472517387841256,2,0.3818
0.444,1.559118034362793,0.374,1.7518742742538451,2,7,0.8472517387841256,2,0.3818
0.447,1.537887773513794,0.37,1.7351732683181762,2,7,0.8472517387841256,2,0.3818
0.4665,1.512341067314148,0.38,1.7178833084106446,2,7,0.8472517387841256,2,0.3818
0.467,1.5080756645202638,0.379,1.7084447708129882,2,7,0.8472517387841256,2,0.3818
0.471,1.485639289855957,0.383,1.7140817890167237,2,7,0.8472517387841256,2,0.3818
0.491,1.4562722988128662,0.389,1.7125398778915406,2,7,0.8472517387841256,2,0.3818
0.4845,1.4483024921417236,0.378,1.7119498558044433,2,7,0.8472517387841256,2,0.3818
0.295,2.06427628326416,0.334,1.8532007865905762,2,7,0.8472517387841256,3,0.3772
0.333,1.8581881971359253,0.341,1.8058416395187378,2,7,0.8472517387841256,3,0.3772
0.3445,1.8032756519317628,0.346,1.772118360519409,2,7,0.8472517387841256,3,0.3772
0.363,1.77680908203125,0.349,1.8051239957809448,2,7,0.8472517387841256,3,0.3772
0.378,1.747413251876831,0.34,1.7902634258270265,2,7,0.8472517387841256,3,0.3772
0.372,1.7249894285202025,0.335,1.7841258573532104,2,7,0.8472517387841256,3,0.3772
0.389,1.7045857067108154,0.365,1.7449349613189697,2,7,0.8472517387841256,3,0.3772
0.393,1.698010913848877,0.366,1.7274476222991944,2,7,0.8472517387841256,3,0.3772
0.405,1.6612833652496337,0.372,1.715813690185547,2,7,0.8472517387841256,3,0.3772
0.431,1.6280528354644774,0.377,1.7321028852462768,2,7,0.8472517387841256,3,0.3772
0.412,1.6321566467285156,0.375,1.7138996391296386,2,7,0.8472517387841256,3,0.3772
0.399,1.6170617961883544,0.362,1.729214493751526,2,7,0.8472517387841256,3,0.3772
0.4265,1.600154390335083,0.38,1.709710880279541,2,7,0.8472517387841256,3,0.3772
0.452,1.5509202423095703,0.365,1.73297274017334,2,7,0.8472517387841256,3,0.3772
0.443,1.548164499282837,0.36,1.7696963348388672,2,7,0.8472517387841256,3,0.3772
0.452,1.5395344829559325,0.363,1.7609060277938844,2,7,0.8472517387841256,3,0.3772
0.4705,1.5026920471191407,0.387,1.694078366279602,2,7,0.8472517387841256,3,0.3772
0.468,1.47407808303833,0.384,1.7130051422119141,2,7,0.8472517387841256,3,0.3772
0.4605,1.474714096069336,0.373,1.7156606216430663,2,7,0.8472517387841256,3,0.3772
0.47,1.4607937107086182,0.379,1.7081278285980224,2,7,0.8472517387841256,3,0.3772
0.307,2.050355588912964,0.33,1.8637995681762696,2,7,0.8472517387841256,4,0.38639999999999997
0.3275,1.8558892021179199,0.349,1.8097982749938966,2,7,0.8472517387841256,4,0.38639999999999997
0.359,1.8300730628967286,0.345,1.7848035240173339,2,7,0.8472517387841256,4,0.38639999999999997
0.3505,1.7826629467010497,0.349,1.7830488033294678,2,7,0.8472517387841256,4,0.38639999999999997
0.374,1.758207347869873,0.355,1.7456269044876098,2,7,0.8472517387841256,4,0.38639999999999997
0.3855,1.727420563697815,0.337,1.7953064289093017,2,7,0.8472517387841256,4,0.38639999999999997
0.3845,1.724062502861023,0.356,1.7302243537902833,2,7,0.8472517387841256,4,0.38639999999999997
0.4,1.6794792490005492,0.355,1.744374436378479,2,7,0.8472517387841256,4,0.38639999999999997
0.3975,1.6596547031402589,0.358,1.7536474046707153,2,7,0.8472517387841256,4,0.38639999999999997
0.419,1.6399418601989746,0.353,1.7690837020874024,2,7,0.8472517387841256,4,0.38639999999999997
0.3945,1.630398696899414,0.367,1.7543895273208618,2,7,0.8472517387841256,4,0.38639999999999997
0.433,1.5896227111816406,0.38,1.6998228912353515,2,7,0.8472517387841256,4,0.38639999999999997
0.431,1.5793994655609132,0.37,1.7492044248580934,2,7,0.8472517387841256,4,0.38639999999999997
0.448,1.5673880290985107,0.376,1.7186198301315307,2,7,0.8472517387841256,4,0.38639999999999997
0.452,1.5539596405029297,0.38,1.7075371627807616,2,7,0.8472517387841256,4,0.38639999999999997
0.4645,1.52162327003479,0.371,1.7214824028015137,2,7,0.8472517387841256,4,0.38639999999999997
0.4715,1.5026924867630005,0.389,1.699683256149292,2,7,0.8472517387841256,4,0.38639999999999997
0.4725,1.4903447799682616,0.386,1.7101092720031739,2,7,0.8472517387841256,4,0.38639999999999997
0.469,1.468716812133789,0.403,1.6899681720733644,2,7,0.8472517387841256,4,0.38639999999999997
0.484,1.4486256523132324,0.383,1.7307773933410644,2,7,0.8472517387841256,4,0.38639999999999997
0.3005,2.0742906188964843,0.325,1.8438672199249269,2,7,0.8472517387841256,5,0.3812
0.322,1.8735976209640504,0.328,1.8328293647766114,2,7,0.8472517387841256,5,0.3812
0.3405,1.8247715053558349,0.349,1.7764651126861573,2,7,0.8472517387841256,5,0.3812
0.354,1.7924562969207765,0.36,1.7554880809783935,2,7,0.8472517387841256,5,0.3812
0.375,1.7391671276092528,0.369,1.7520818014144897,2,7,0.8472517387841256,5,0.3812
0.3895,1.7171508169174194,0.354,1.7594155979156494,2,7,0.8472517387841256,5,0.3812
0.3855,1.7040186920166016,0.339,1.8294639272689819,2,7,0.8472517387841256,5,0.3812
0.4075,1.6753628759384156,0.369,1.7337228202819823,2,7,0.8472517387841256,5,0.3812
0.4055,1.6558841018676758,0.371,1.7279887018203735,2,7,0.8472517387841256,5,0.3812
0.4025,1.6317707242965698,0.359,1.767088436126709,2,7,0.8472517387841256,5,0.3812
0.409,1.6387305660247802,0.357,1.7699201440811156,2,7,0.8472517387841256,5,0.3812
0.424,1.6129991855621337,0.37,1.744740707397461,2,7,0.8472517387841256,5,0.3812
0.429,1.5956065549850464,0.379,1.7160062847137452,2,7,0.8472517387841256,5,0.3812
0.4335,1.5661806545257568,0.386,1.7203222618103027,2,7,0.8472517387841256,5,0.3812
0.4415,1.5712763175964355,0.372,1.716603286743164,2,7,0.8472517387841256,5,0.3812
0.4705,1.5115278167724608,0.362,1.8275757923126221,2,7,0.8472517387841256,5,0.3812
0.465,1.4994623985290527,0.392,1.7180537090301513,2,7,0.8472517387841256,5,0.3812
0.482,1.476975658416748,0.381,1.7182033386230469,2,7,0.8472517387841256,5,0.3812
0.479,1.4464491691589356,0.382,1.7317191123962403,2,7,0.8472517387841256,5,0.3812
0.477,1.4455809001922608,0.389,1.7022679710388184,2,7,0.8472517387841256,5,0.3812
0.342,1.8413151931762695,0.347,1.832536220550537,3,5,0.38438170729269994,1,0.3862
0.3675,1.745598991394043,0.356,1.7916775932312012,3,5,0.38438170729269994,1,0.3862
0.3815,1.708209466934204,0.357,1.7799466924667358,3,5,0.38438170729269994,1,0.3862
0.3995,1.666259922027588,0.351,1.7807459096908569,3,5,0.38438170729269994,1,0.3862
0.4195,1.6437018280029296,0.37,1.7618092050552367,3,5,0.38438170729269994,1,0.3862
0.426,1.6047294826507568,0.361,1.7363929557800293,3,5,0.38438170729269994,1,0.3862
0.4395,1.5838671903610229,0.356,1.75906134223938,3,5,0.38438170729269994,1,0.3862
0.4405,1.5625974655151367,0.357,1.761573959350586,3,5,0.38438170729269994,1,0.3862
0.45,1.5224505252838134,0.372,1.7071500816345215,3,5,0.38438170729269994,1,0.3862
0.472,1.5153121643066407,0.369,1.718704393386841,3,5,0.38438170729269994,1,0.3862
0.4695,1.4792117919921874,0.374,1.6999756889343263,3,5,0.38438170729269994,1,0.3862
0.477,1.4737832431793212,0.374,1.7058738651275636,3,5,0.38438170729269994,1,0.3862
0.492,1.4368836078643799,0.371,1.7264118213653565,3,5,0.38438170729269994,1,0.3862
0.504,1.3904080047607421,0.374,1.722220838546753,3,5,0.38438170729269994,1,0.3862
0.508,1.3912111587524414,0.388,1.698340642929077,3,5,0.38438170729269994,1,0.3862
0.5165,1.358389612197876,0.385,1.7412740097045898,3,5,0.38438170729269994,1,0.3862
0.5205,1.3481533069610596,0.386,1.7000683403015138,3,5,0.38438170729269994,1,0.3862
0.527,1.3183505764007568,0.395,1.6788694829940796,3,5,0.38438170729269994,1,0.3862
0.5455,1.2970965242385863,0.387,1.7089249668121338,3,5,0.38438170729269994,1,0.3862
0.5345,1.2584676580429077,0.378,1.7523301677703857,3,5,0.38438170729269994,1,0.3862
0.356,1.829285078048706,0.321,1.865581111907959,3,5,0.38438170729269994,2,0.397
0.3695,1.7385945644378662,0.355,1.7689653511047363,3,5,0.38438170729269994,2,0.397
0.382,1.6871018238067628,0.341,1.805662670135498,3,5,0.38438170729269994,2,0.397
0.41,1.6680688638687133,0.322,1.829552167892456,3,5,0.38438170729269994,2,0.397
0.408,1.64261403465271,0.353,1.7325913276672362,3,5,0.38438170729269994,2,0.397
0.4145,1.6128704748153686,0.352,1.7364849758148193,3,5,0.38438170729269994,2,0.397
0.421,1.5957616786956788,0.364,1.7278318881988526,3,5,0.38438170729269994,2,0.397
0.4365,1.5584686336517335,0.373,1.7219030447006225,3,5,0.38438170729269994,2,0.397
0.454,1.5345428323745727,0.375,1.7014787006378174,3,5,0.38438170729269994,2,0.397
0.4685,1.5019306507110595,0.35,1.813859312057495,3,5,0.38438170729269994,2,0.397
0.4715,1.4814664525985717,0.336,1.858115448951721,3,5,0.38438170729269994,2,0.397
0.4895,1.4419961948394775,0.368,1.693275993347168,3,5,0.38438170729269994,2,0.397
0.4785,1.4385072078704835,0.366,1.751206241607666,3,5,0.38438170729269994,2,0.397
0.498,1.4125878238677978,0.374,1.7144114398956298,3,5,0.38438170729269994,2,0.397
0.509,1.3919309692382813,0.381,1.7018803453445435,3,5,0.38438170729269994,2,0.397
0.5065,1.3744190216064454,0.398,1.6715735416412354,3,5,0.38438170729269994,2,0.397
0.5195,1.3601675815582275,0.394,1.6700828075408936,3,5,0.38438170729269994,2,0.397
0.544,1.3124442205429077,0.406,1.682478057861328,3,5,0.38438170729269994,2,0.397
0.5295,1.3045487203598023,0.398,1.6958213863372802,3,5,0.38438170729269994,2,0.397
0.546,1.2738708114624024,0.389,1.716066900253296,3,5,0.38438170729269994,2,0.397
0.3365,1.8513072261810302,0.287,1.913385251045227,3,5,0.38438170729269994,3,0.3832
0.3925,1.7184435796737672,0.363,1.7621916217803955,3,5,0.38438170729269994,3,0.3832
0.3885,1.6924894943237305,0.361,1.7554100971221924,3,5,0.38438170729269994,3,0.3832
0.4,1.6634890203475952,0.344,1.8202414798736573,3,5,0.38438170729269994,3,0.3832
0.419,1.630239291191101,0.353,1.7403798446655274,3,5,0.38438170729269994,3,0.3832
0.419,1.6138251171112061,0.363,1.725839626312256,3,5,0.38438170729269994,3,0.3832
0.4255,1.5877706451416016,0.369,1.7424815492630006,3,5,0.38438170729269994,3,0.3832
0.435,1.5523820600509644,0.371,1.702790961265564,3,5,0.38438170729269994,3,0.3832
0.4575,1.5282850112915038,0.348,1.76786572265625,3,5,0.38438170729269994,3,0.3832
0.463,1.5124879665374755,0.357,1.775896209716797,3,5,0.38438170729269994,3,0.3832
0.46,1.500631700515747,0.384,1.693935556411743,3,5,0.38438170729269994,3,0.3832
0.4685,1.4656012315750122,0.38,1.6815915403366088,3,5,0.38438170729269994,3,0.3832
0.484,1.4479923686981202,0.365,1.7459281387329102,3,5,0.38438170729269994,3,0.3832
0.4965,1.4046821632385253,0.369,1.7565274219512939,3,5,0.38438170729269994,3,0.3832
0.496,1.4130942659378052,0.377,1.7296863460540772,3,5,0.38438170729269994,3,0.3832
0.509,1.3684947328567505,0.385,1.7164723625183105,3,5,0.38438170729269994,3,0.3832
0.5155,1.3515237445831298,0.372,1.7283250923156739,3,5,0.38438170729269994,3,0.3832
0.526,1.3272571773529054,0.393,1.6883540573120117,3,5,0.38438170729269994,3,0.3832
0.5475,1.2955627632141113,0.389,1.7211462059020997,3,5,0.38438170729269994,3,0.3832
0.5505,1.277819266319275,0.377,1.7624130058288574,3,5,0.38438170729269994,3,0.3832
0.3285,1.8493605155944823,0.313,1.8735704383850098,3,5,0.38438170729269994,4,0.3774
0.3755,1.7243235750198365,0.35,1.8334373760223388,3,5,0.38438170729269994,4,0.3774
0.3865,1.7030662803649903,0.332,1.8454697217941285,3,5,0.38438170729269994,4,0.3774
0.396,1.6639781761169434,0.363,1.754581605911255,3,5,0.38438170729269994,4,0.3774
0.4185,1.6415386180877685,0.35,1.7674534702301026,3,5,0.38438170729269994,4,0.3774
0.423,1.6150275440216064,0.364,1.74157621383667,3,5,0.38438170729269994,4,0.3774
0.443,1.5715586490631104,0.352,1.783641929626465,3,5,0.38438170729269994,4,0.3774
0.4415,1.54000456905365,0.371,1.7149229946136475,3,5,0.38438170729269994,4,0.3774
0.4405,1.5440849781036377,0.375,1.7048470211029052,3,5,0.38438170729269994,4,0.3774
0.45,1.5057880668640136,0.366,1.7181309452056885,3,5,0.38438170729269994,4,0.3774
0.4675,1.4855342483520508,0.372,1.7226154165267944,3,5,0.38438170729269994,4,0.3774
0.4825,1.4719299430847168,0.375,1.715925329208374,3,5,0.38438170729269994,4,0.3774
0.481,1.4367414588928222,0.377,1.7103296852111816,3,5,0.38438170729269994,4,0.3774
0.492,1.4167105283737182,0.373,1.6850356645584106,3,5,0.38438170729269994,4,0.3774
0.509,1.3822914991378785,0.37,1.7022678680419923,3,5,0.38438170729269994,4,0.3774
0.5155,1.3671435251235962,0.373,1.693731915473938,3,5,0.38438170729269994,4,0.3774
0.507,1.3547679300308229,0.378,1.7035434255599975,3,5,0.38438170729269994,4,0.3774
0.5305,1.3116094932556153,0.387,1.7220265951156617,3,5,0.38438170729269994,4,0.3774
