epoch,acc,loss,val_acc,val_loss
49,0.9020886683738797,0.282165740971977,0.8896,0.4630179224729538
50,0.9041293213828425,0.2729998323994852,0.8849,0.42943684301376345
51,0.8998079385403329,0.2860639813419005,0.8867,0.4327701979637146
52,0.8998279449423816,0.2817763411934832,0.8822,0.5227910766720771
53,0.9038492317541613,0.27126242352527935,0.8931,0.4724713350534439
54,0.9072303137003841,0.2638606714375708,0.8776,0.5312508868217468
55,0.9048695582586428,0.27146041399600146,0.8809,0.5245808117389679
56,0.9076504481434059,0.2588559136578095,0.8934,0.4164593088150024
57,0.905669814340589,0.26702988404833095,0.892,0.4461972987651825
58,0.9074303777208707,0.26262055661305117,0.8904,0.4150181858539581
59,0.9009883162612036,0.27643289387693554,0.8925,0.5116320672512055
60,0.9101312419974392,0.25730488268854085,0.8831,0.4987438112258911
61,0.9085507362355953,0.26037707440698193,0.8913,0.4759160737991333
62,0.9091109154929577,0.2587993999277736,0.8998,0.3871973186969757
63,0.9081306017925737,0.2618647994468807,0.8713,0.6304822386741639
64,0.9089708706786171,0.2559865541599939,0.8955,0.412508860206604
65,0.9046094750320103,0.2673049109305819,0.8961,0.39868588263988497
66,0.9086707746478874,0.25946641119588143,0.8932,0.481625515460968
67,0.9116717349551856,0.2502533737128832,0.8904,0.4652728985071182
68,0.912932138284251,0.2503374347811453,0.8983,0.41382163395881655
69,0.9143725992317542,0.24628390235797754,0.8947,0.45796048545837403
70,0.9155329705505761,0.24091739184044245,0.8945,0.4535135536193848
71,0.9108914852752881,0.24969936770812706,0.8959,0.4645837205410004
72,0.9098911651728553,0.254108157128581,0.8939,0.45691805510520933
73,0.9165532970550576,0.2367993601616925,0.8938,0.4240420645713806
74,0.912992157490397,0.24532350248725138,0.8923,0.5304549686431885
75,0.9161331626120358,0.24135765058546543,0.8891,0.4822760946035385
76,0.917633642765685,0.23502454021170488,0.8994,0.4349035731911659
77,0.9148127400768246,0.2384061844153127,0.894,0.3988676754951477
78,0.9130921895006402,0.24309496898216013,0.9008,0.5045327800035476
79,0.9158730793854033,0.23925746779139995,0.8966,0.4576953586578369
80,0.9167933738796414,0.23375229848454565,0.9006,0.4786320294618607
81,0.9150528169014085,0.2400559835373239,0.9039,0.4250568618297577
82,0.917753681177977,0.23513070344638734,0.8844,0.5475114090442658
83,0.9163532330345711,0.23555044964773916,0.9,0.4319399371623993
84,0.9190540973111395,0.22653791127981626,0.8943,0.47298071751594545
85,0.9165733034571063,0.2350041526602283,0.8956,0.4733070132255554
86,0.916993437900128,0.23607595584956897,0.899,0.4631432897090912
87,0.9226152368758003,0.2227949393697312,0.8987,0.4657286787986755
88,0.921814980793854,0.22128755041197176,0.8945,0.5049168060779572
89,0.920774647887324,0.22417534823888954,0.8925,0.4814393355131149
90,0.9175136043533931,0.23169314239720282,0.9028,0.4810787623882294
91,0.9190340909090909,0.22961650585049762,0.8991,0.4409213107585907
92,0.9192541613316261,0.22867061915001313,0.9006,0.4460868796825409
93,0.9197543213828425,0.22423416840463456,0.8976,0.42839698250293734
94,0.9215148847631242,0.22298315107371067,0.8938,0.46082618560791017
95,0.9218950064020487,0.22336729407646166,0.8996,0.48281838102340696
96,0.9220350512163893,0.2208169285168039,0.8968,0.44251368861198426
97,0.9235355313700384,0.2151759602621355,0.8962,0.4372476143836975
98,0.9213348271446863,0.21958986106871242,0.9,0.43923646144866946
99,0.9229353393085787,0.2191127426835867,0.8977,0.46230703959465025
100,0.9215749039692702,0.22032356260328884,0.9,0.42286618362665174
101,0.9209547055057619,0.22178155884296347,0.8994,0.4075739557266235
102,0.923095390524968,0.21741754877191424,0.9008,0.4799440564155579
103,0.9251560499359796,0.21006057762750155,0.8977,0.4671458443641663
104,0.9265164852752881,0.20871433069009487,0.899,0.39405872521400453
105,0.9235955505761844,0.2158028003782041,0.8935,0.44147968294620515
106,0.9246158770806658,0.21116065952009266,0.9085,0.3944616110563278
107,0.9241757362355953,0.21470946600546204,0.9058,0.4104316980600357
108,0.9238956466069143,0.2162174973052553,0.903,0.40788271362781525
109,0.9246358834827144,0.2132012910156233,0.899,0.46367552189826966
110,0.9241157170294494,0.21700152924428032,0.9046,0.4468604608058929
111,0.9222951344430218,0.2177333995595839,0.9053,0.40738112406730653
112,0.9254961587708067,0.21017607206090563,0.904,0.49981746253967285
113,0.9249359795134443,0.20939873719260588,0.8939,0.5165998515129089
114,0.9249359795134443,0.21328667186053946,0.8963,0.439429123210907
115,0.9244758322663252,0.21300026305737874,0.902,0.4362862452983856
116,0.9269966389244558,0.2051522856867108,0.9049,0.42430566371679307
117,0.9282570422535211,0.2007896919179083,0.9077,0.39529155168533325
118,0.9280169654289373,0.20279365297826962,0.9115,0.3674760711312294
119,0.9256562099871959,0.2086958065365916,0.8969,0.45377902846336365
120,0.9278169014084507,0.20290373717765617,0.9005,0.4490683174133301
121,0.9281169974391805,0.20255509103176145,0.9031,0.4326553635239601
122,0.9276568501920615,0.20594656145976434,0.9038,0.4175718358039856
123,0.9294574263764405,0.20037776989687625,0.9043,0.4375721365213394
124,0.9297775288092189,0.19907932123206568,0.9096,0.45241479132175444
125,0.926576504481434,0.20726665250823456,0.8983,0.4763902603626251
126,0.9281970230473752,0.2034340336089763,0.9025,0.4366765274524689
127,0.9271766965428937,0.20572104732475122,0.9042,0.4208642050743103
128,0.9246959026888605,0.20950094515166487,0.9087,0.41362777485847474
129,0.9284170934699104,0.2034252541504619,0.904,0.4504271230220795
130,0.9293774007682458,0.19725010969920387,0.8972,0.4911221589803696
131,0.9286571702944942,0.20114850650735858,0.8894,0.5148735126018524
132,0.9260963508322664,0.20616887815685098,0.9038,0.4883399986743927
133,0.9276368437900128,0.20442953516922058,0.8985,0.544091756772995
134,0.9309779129321383,0.19549570031474237,0.9037,0.40317075508832934
135,0.9291573303457106,0.1998327007377401,0.901,0.4215958909511566
136,0.9264164532650448,0.20544659219388273,0.9023,0.478902225279808
137,0.9285971510883483,0.20233065787580273,0.9054,0.4300715944290161
138,0.9307178297055058,0.1952250596693262,0.9013,0.449132706451416
139,0.9311179577464789,0.19323535478221032,0.9024,0.41618876452445985
140,0.9291773367477593,0.19968538935562755,0.9063,0.4202652610421181
141,0.9324383802816901,0.1908377899158768,0.9061,0.4274257588386536
142,0.9297375160051217,0.19913395991641014,0.9026,0.48324700932502745
143,0.9281370038412292,0.20053327121612677,0.9034,0.4759265832424164
144,0.9288972471190781,0.20215134578920954,0.9035,0.42145614161491396
145,0.9315580985915493,0.1925160283002634,0.9111,0.4126240186214447
146,0.9292973751600512,0.197885935984283,0.9045,0.43406436314582825
147,0.9338588348271447,0.1851506743321634,0.9078,0.4268981360435486
148,0.9331386043533931,0.18814413445147896,0.8979,0.46546102113723753
149,0.9303577144686299,0.19556901822152528,0.9049,0.41969527668952944
150,0.9285171254801536,0.20175503954758198,0.9038,0.4554810400724411
151,0.9281370038412292,0.2013062773407741,0.9027,0.507430800151825
152,0.9327584827144686,0.18894823010134865,0.9003,0.45793756122589113
153,0.9333386683738797,0.18859621516073233,0.9039,0.4482886435031891
154,0.9302576824583867,0.19790419858855599,0.9096,0.4739733542561531
155,0.9325784250960307,0.19090678101122588,0.8988,0.4289080304145813
156,0.932798495518566,0.18873378041479974,0.9016,0.5312265568733215
157,0.9331185979513444,0.1924832982959753,0.903,0.47999448499679565
158,0.9324783930857875,0.18953359441507653,0.9095,0.4427897779464722
159,0.9349791933418694,0.18021715303256758,0.8985,0.4539626705646515
160,0.9315981113956466,0.19365039007948703,0.9045,0.46033546648025514
161,0.9336387644046095,0.18832806046907855,0.9002,0.43889432406425477
162,0.9344390204865557,0.18522733216736348,0.9043,0.44696830878257754
163,0.9341589308578745,0.18709253708497478,0.911,0.40290550949573517
164,0.9319782330345711,0.1910250922916165,0.9068,0.4133505836009979
165,0.9327584827144686,0.1892721418627981,0.9061,0.44558559517860413
166,0.9325784250960307,0.1918848876621653,0.905,0.49279973015785217
167,0.9317381562099872,0.1924372213244063,0.9055,0.4234097332954407
168,0.9352792893725992,0.1835825085048859,0.9112,0.48532277307510374
169,0.9344590268886044,0.18450465210366956,0.9037,0.4407749033212662
170,0.9363196222791293,0.17952932705878394,0.9097,0.48423441197872163
171,0.9326584507042254,0.18930563807431441,0.9037,0.4728302839040756
172,0.9342389564660691,0.1854731501511995,0.9101,0.4175773279070854
173,0.9360395326504481,0.18213744933540169,0.906,0.44498494839668273
174,0.935699423815621,0.18213920418301863,0.9109,0.4565598955631256
175,0.9359795134443022,0.1802378468912765,0.9044,0.45590682250261305
176,0.9334987195902689,0.1886592890510381,0.9076,0.4294978017807007
177,0.9347791293213829,0.1823618023694468,0.9037,0.479840110707283
178,0.9340188860435339,0.1851696252392318,0.9093,0.4129993681907654
179,0.9354793533930857,0.18354399560363924,0.9112,0.45926353628337385
180,0.9367197503201025,0.1789163801377386,0.9044,0.44584298248291016
181,0.9375800256081946,0.17708163579705882,0.9004,0.48929990410804747
182,0.9325184058898848,0.19239892022336053,0.9115,0.44566266694068907
183,0.9360595390524968,0.17821833808203114,0.9128,0.3786042660593987
184,0.9365997119078106,0.17775549495242574,0.9032,0.48551260828971865
185,0.9341189180537772,0.18311504099767587,0.9071,0.3923684995174408
186,0.9329785531370038,0.1879869503813209,0.909,0.39677590950727465
187,0.9363796414852753,0.17797692506366156,0.8966,0.5162577447414398
188,0.9346190781049936,0.18433114713844612,0.909,0.45382705869674683
189,0.9370998719590269,0.17842176770092325,0.9083,0.4232785249233246
190,0.9351592509603073,0.18205691736430601,0.9095,0.4629816089630127
191,0.9368397887323944,0.1771259422854624,0.9153,0.41580661220550535
192,0.933898847631242,0.1841749060136879,0.9138,0.4351233324289322
193,0.9348591549295775,0.18208076002087598,0.9078,0.42409420943260195
194,0.9335987516005122,0.1860173743204172,0.9109,0.4203843282222748
195,0.9373799615877081,0.17743125473174162,0.9038,0.48348184378147124
196,0.9358594750320103,0.17843266657963378,0.9098,0.3928981476545334
197,0.9383402688860435,0.17398506679452022,0.9083,0.5034598063349723
198,0.9360395326504481,0.1808000399835292,0.907,0.4217024248123169
199,0.9376400448143406,0.17537454026132623,0.9097,0.39409548931121824
