INFO:root:run_bayesianopt ran with args: (), and kwargs: {'dataset_name': 'cifar10', 'model_name': 'basiccnn', 'num_classes': 10, 'train_set_size': 1000, 'opt_iterations': 500, 'opt_samples': 3, 'opt_initial_points': 30, 'child_epochs': 60, 'child_first_train_epochs': 0, 'child_batch_size': 64, 'opt_last_n_epochs': 5}
INFO:root:103, 0.544444444735845, ['gamma-contrast', 0.1378991551360497, 'clouds', 0.8805865536265753, 0.6398048219800041]
INFO:root:104, 0.5434444443119897, ['gamma-contrast', 0.13752797892695148, 'shear', 0.895337339893439, 0.6003549494721202]
INFO:root:105, 0.5848888889153798, ['gamma-contrast', 0.14600041903356667, 'additive-gaussian-noise', 0.8730145797993701, 0.6233895810871968]
INFO:root:106, 0.5278888890478346, ['gamma-contrast', 0.14126461777806323, 'crop', 0.8786082603155613, 0.9036010461786586]
INFO:root:107, 0.5591111113760205, ['gamma-contrast', 0.1400208008713302, 'sharpen', 0.8700257868637923, 0.9685138257366471]
INFO:root:108, 0.5934444444179534, ['gamma-contrast', 0.13228460285169755, 'dropout', 0.6681303598341783, 0.31821876120562237]
INFO:root:109, 0.5302222221427493, ['gamma-contrast', 0.0018921283399060411, 'brighten', 0.6120856482511264, 0.9383789133896283]
INFO:root:110, 0.6618888890345891, ['additive-gaussian-noise', 0.5679498403889538, 'translate-y', 0.02453961096887481, 0.948712153859571]
INFO:root:111, 0.5577777778042687, ['gamma-contrast', 0.13826981178042044, 'translate-x', 0.8675585356789262, 0.8910858578552088]
INFO:root:112, 0.5908888890743256, ['clouds', 0.0036980220453926025, 'brighten', 0.8168267324375698, 0.9150279400206415]
INFO:root:113, 0.5398888891537985, ['gamma-contrast', 0.08775367021507675, 'translate-x', 0.8645915859963003, 0.9694767146575546]
INFO:root:114, 0.5392222226195864, ['gamma-contrast', 0.026889136797544462, 'clouds', 0.9074663173809373, 0.32259457288917176]
INFO:root:115, 0.5491111109786564, ['gamma-contrast', 0.025920449940340047, 'gaussian-blur', 0.8608035308576969, 0.31940360104360593]
INFO:root:116, 0.5604444444709353, ['gamma-contrast', 0.008457592731729748, 'translate-y', 0.4657479305681699, 0.3027339039945421]
INFO:root:117, 0.5224444446298813, ['crop', 0.6629916506941959, 'add-to-hue-and-saturation', 0.05384615039682285, 0.5174505411870393]
INFO:root:118, 0.567333333492279, ['crop', 0.36451797567180927, 'add-to-hue-and-saturation', 0.004493654010575333, 0.4339060054349697]
INFO:root:119, 0.5584444440205891, ['crop', 0.4646250435115742, 'add-to-hue-and-saturation', 0.24188921701039184, 0.4496034645114083]
INFO:root:120, 0.5855555552774006, ['crop', 0.330199405499839, 'brighten', 0.06647908961126171, 0.588292994929747]
INFO:root:121, 0.5672222226195864, ['crop', 0.6228778791857078, 'add-to-hue-and-saturation', 0.07553017695737009, 0.44274367407391324]
INFO:root:122, 0.5808888887829251, ['crop', 0.3641552920448485, 'brighten', 0.09610299091325561, 0.49413170752460167]
INFO:root:123, 0.5567777776718139, ['crop', 0.6338617265013671, 'brighten', 0.12412274875341647, 0.720803753744847]
INFO:root:124, 0.5417777775393593, ['crop', 0.6458754015220287, 'add-to-hue-and-saturation', 0.7165497549072368, 0.9998890501789706]
INFO:root:125, 0.5448888891537984, ['crop', 0.8701042097747377, 'brighten', 0.14998312993291388, 0.8776524267993361]
INFO:root:126, 0.535888888862398, ['crop', 0.9272146048265771, 'brighten', 0.7274731729933863, 0.8987583417676311]
INFO:root:127, 0.5435555557939742, ['crop', 0.7738292725921492, 'fog', 0.05997835925251706, 0.985495844156264]
INFO:root:128, 0.5698888891008165, ['crop', 0.6348703938848489, 'crop', 0.08543577366919354, 0.9878867853112013]
INFO:root:129, 0.5515555557674832, ['crop', 0.8439255187146821, 'additive-gaussian-noise', 0.043949470508767526, 0.6429341496795244]
INFO:root:130, 0.6323333334128063, ['dropout', 0.00017033995063364674, 'translate-y', 0.6732802423958775, 0.60330862644009]
INFO:root:131, 0.5438888889153799, ['gamma-contrast', 0.03489593048691953, 'translate-y', 0.874148204474931, 0.9962390655562421]
INFO:root:132, 0.6414444443649716, ['dropout', 0.033391565799163254, 'translate-y', 0.00765480642985872, 0.8228987894606352]
INFO:root:133, 0.5563333335452609, ['gamma-contrast', 0.0400246284490875, 'gamma-contrast', 0.8566638778930519, 0.530015733292042]
INFO:root:134, 0.5563333335452609, ['add-to-hue-and-saturation', 0.04665081374267078, 'translate-y', 0.7472929110772744, 0.9823126857500977]
INFO:root:135, 0.605000000026491, ['sharpen', 0.1447029243124757, 'translate-y', 0.13041511475581805, 0.9747100695236406]
INFO:root:136, 0.6752222221162585, ['invert', 0.06327820412858089, 'brighten', 0.860980706324872, 0.989064913693501]
INFO:root:137, 0.5721111111640931, ['crop', 0.7296628355123124, 'invert', 0.9841604138654704, 0.988719632765963]
INFO:root:138, 0.5408888890213437, ['gamma-contrast', 0.001223272448151458, 'rotate', 0.10248098119272334, 0.3076851559162917]
INFO:root:139, 0.6347777778042687, ['dropout', 0.7865946401340164, 'translate-y', 0.009137731817052798, 0.9713789547595195]
INFO:root:140, 0.5834444444179536, ['translate-y', 0.03533800613744043, 'translate-y', 0.6965235445004201, 0.9951020650273024]
INFO:root:141, 0.5309999998410542, ['gamma-contrast', 0.11494036711932334, 'rotate', 0.8620506878831411, 0.4502092979882575]
INFO:root:142, 0.6234444443384806, ['brighten', 0.044428611831681016, 'brighten', 0.944843199884121, 0.6134575214352733]
INFO:root:143, 0.5825555557145012, ['coarse-dropout', 0.062281218158633314, 'translate-y', 0.7685075402823911, 0.9976251202739627]
INFO:root:144, 0.542999999920527, ['gamma-contrast', 0.023543927609783417, 'brighten', 0.017490592979125145, 0.8918088935164459]
INFO:root:145, 0.554333333571752, ['add-to-hue-and-saturation', 0.010296895644343664, 'crop', 0.7253171825816596, 0.9858099398897494]
INFO:root:146, 0.5574444443649715, ['add-to-hue-and-saturation', 0.39290521619024255, 'brighten', 0.2623461865923801, 0.9689753878146559]
INFO:root:147, 0.5791111112435658, ['add-to-hue-and-saturation', 0.834279203389734, 'brighten', 0.1347821012169305, 0.9952801849699273]
INFO:root:148, 0.6195555555025736, ['add-to-hue-and-saturation', 0.6797078732360398, 'brighten', 0.09844808481020742, 0.4763174414442899]
INFO:root:149, 0.5997777778572506, ['add-to-hue-and-saturation', 0.5424195465761891, 'brighten', 0.2248231189702899, 0.987765251654452]
INFO:root:150, 0.5611111110846201, ['add-to-hue-and-saturation', 0.030475571347151183, 'rotate', 0.09581972876454661, 0.7253988634683436]
INFO:root:151, 0.5787777778572507, ['add-to-hue-and-saturation', 0.3515915344274548, 'sharpen', 0.1061321829531914, 0.7528567547607415]
INFO:root:152, 0.5895555556880103, ['add-to-hue-and-saturation', 0.271771662175676, 'rotate', 0.032273382001097535, 0.4215285378419581]
INFO:root:153, 0.6786666667991215, ['dropout', 0.00923222004848956, 'coarse-dropout', 0.09105587449609344, 0.48756916295311936]
INFO:root:154, 0.5643333333333334, ['gamma-contrast', 0.017551111153596425, 'dropout', 0.8796954526058373, 0.3080224674877147]
INFO:root:155, 0.5514444443914626, ['gamma-contrast', 0.07080811588827897, 'coarse-dropout', 0.8601040864311272, 0.5882137704174631]
INFO:root:156, 0.549777777698305, ['add-to-hue-and-saturation', 0.1430727791143345, 'clouds', 0.09145123085361152, 0.9422182610281236]
INFO:root:157, 0.5308888887034522, ['crop', 0.8403629410779934, 'add-to-hue-and-saturation', 0.03590511458938218, 0.9155371340583541]
INFO:root:158, 0.5696666668256123, ['crop', 0.8161601918303272, 'add-to-hue-and-saturation', 0.3650854408602064, 0.36252344773413053]
INFO:root:159, 0.5669999999735091, ['add-to-hue-and-saturation', 0.12572937187343272, 'brighten', 0.83757929309953, 0.471418593101555]
INFO:root:160, 0.590888889140553, ['dropout', 0.6742760479602278, 'translate-y', 0.907937271498755, 0.2358105607762599]
INFO:root:161, 0.5252222225666046, ['crop', 0.969943314845112, 'add-to-hue-and-saturation', 0.9035717627599101, 0.6390651254153775]
INFO:root:162, 0.5905555556615194, ['crop', 0.9684514082170949, 'coarse-dropout', 0.7581691677982251, 0.544063211347661]
INFO:root:163, 0.5338888892332714, ['crop', 0.8496582861602823, 'add-to-hue-and-saturation', 0.9965524505007365, 0.8256860977992552]
INFO:root:164, 0.5741111110316381, ['crop', 0.8693903160831892, 'add-to-hue-and-saturation', 0.5183438331153765, 0.5070611807014997]
INFO:root:165, 0.582000000079473, ['crop', 0.0016224949674665816, 'add-to-hue-and-saturation', 0.28072530438722526, 0.6170437157178578]
INFO:root:166, 0.524777777724796, ['gamma-contrast', 0.004117280850702843, 'clouds', 0.8081602321676519, 0.987071593583444]
INFO:root:167, 0.5575555557409921, ['gamma-contrast', 0.023535681391246184, 'translate-y', 0.5639650507639369, 0.9987582872676671]
