epoch,acc,loss,val_acc,val_loss
69,0.9974800000190734,0.00773180712697329,0.8475,1.0329766954421997
70,0.9955400000190735,0.014724506117636338,0.8382,1.018762713241577
71,0.99518,0.01524267226016149,0.7594,1.843825896549225
72,0.9957,0.01396780929895118,0.8538,1.0090229976654053
73,0.99684,0.009696502959122881,0.8331,1.1738881523132325
74,0.99586,0.013555419538572895,0.8222,1.286594097518921
75,0.99666,0.011383097190989648,0.8081,1.3886293670654297
76,0.9948400000190735,0.017113705264222807,0.8234,1.2523006084442139
77,0.9960800000190735,0.011911263658622048,0.8376,1.1219754795074464
78,0.9973400000190735,0.00890849345847906,0.8577,1.0414195625305176
79,0.9958200000190734,0.012795028249048627,0.8336,1.1475160903930663
80,0.9961,0.013881504616839811,0.844,1.0822030851364135
81,0.99666,0.01032596371180145,0.8606,0.9577706413269043
82,0.99764,0.007801670319847763,0.8509,0.9867224823951721
83,0.99674,0.010236415448365734,0.7757,1.7742694686889648
84,0.9951800000190735,0.01524026329915272,0.8359,1.1384161003112794
85,0.997,0.010272108720706311,0.7805,1.7810602676391603
86,0.996580000038147,0.010342529745787615,0.8441,1.1587958040237427
87,0.997040000038147,0.009847951041678899,0.8447,1.0474410694122314
88,0.99564,0.014376090072174557,0.8248,1.3274197212219239
89,0.996940000038147,0.01061217417353997,0.8276,1.261209405899048
90,0.9968800000381469,0.009656006546795834,0.8546,1.0288738258361816
91,0.997100000038147,0.009919517368900706,0.8371,1.1942369937896729
92,0.9964600000381469,0.012288503379767063,0.7746,1.6418880939483642
93,0.99628,0.011630699100681813,0.8717,0.9949886047363281
94,0.99696,0.009762599168913439,0.8592,1.0069752786636352
95,0.9973400000190735,0.00866239853597188,0.8283,1.4249192100524903
96,0.99678,0.009962014411189012,0.8647,1.0540987077713013
97,0.9971,0.010349364943047985,0.8018,1.5543387071609498
98,0.9972000000190735,0.010057796406691341,0.8547,0.9723427070617676
99,0.9973,0.00902442019045644,0.8482,1.0954349822998046
100,0.9963800000190735,0.01223932350126939,0.8385,1.1559596866607666
101,0.99666,0.011308405585373403,0.8541,0.9808515785217286
102,0.9971600000190735,0.008807216851579723,0.8452,1.2137268100738525
103,0.99654,0.012196583362077363,0.8714,0.8760787792205811
104,0.99734,0.008943692395726684,0.8608,1.0599606834411621
105,0.99776,0.007462004822710296,0.8506,1.167391403579712
106,0.9978600000190735,0.007248598132641346,0.8324,1.237880902671814
107,0.996300000038147,0.01201456763652037,0.8014,1.49692982006073
108,0.99692,0.010399352279721642,0.8661,0.9334987678527832
109,0.99784,0.007886930478540598,0.8463,1.1295407920837401
110,0.99778,0.0064054438403455425,0.868,0.9861314002990723
111,0.9964,0.012037377604949289,0.8036,1.3789276571273803
112,0.99698,0.0096388575815066,0.8281,1.3890091331481933
113,0.99792,0.006122497532259149,0.8094,1.5024978258132935
114,0.9963,0.012424023166740081,0.8497,1.0989063121795655
115,0.9970200000190735,0.009644572882536303,0.862,1.0383654960632325
116,0.99742,0.008348089610487223,0.8651,1.0596630743026734
117,0.99762,0.007132353895551787,0.8454,1.2466976299285888
118,0.9974,0.008712884689693164,0.856,1.142715348815918
119,0.99714,0.00937579189149692,0.816,1.471090800666809
120,0.9972,0.009803862491929903,0.8517,1.0786684101104735
121,0.99766,0.008584263525936404,0.8562,1.063761173248291
122,0.9972800000190735,0.00845840330003557,0.8556,1.0731506323814393
123,0.99736,0.008120363144243602,0.8729,0.9019828006744385
124,0.99768,0.008134011696272356,0.8669,0.9942790363311768
125,0.99766,0.008055930871510936,0.8205,1.512629972076416
126,0.99722,0.008760516625938762,0.8595,1.0784888175964356
127,0.99738,0.007560700799053302,0.8619,1.0819333475112916
128,0.99716,0.010055357777307799,0.8501,1.1701363430023193
129,0.99848,0.005014221765869733,0.8606,1.1237459575653077
130,0.99748,0.00864021091745133,0.8366,1.4104728477478028
131,0.9981,0.006694713531391753,0.87,0.9451275417327881
132,0.99762,0.007826885981713858,0.865,1.0267331212997437
133,0.9971400000190734,0.008950768504646694,0.8456,1.2417608505249023
134,0.9973200000190735,0.008867452807933442,0.8429,1.3459862264633178
135,0.99738,0.009304866229993786,0.8469,1.1938581035614013
136,0.99806,0.006278713333252818,0.8668,1.0541310998916626
137,0.997580000038147,0.008697574049860268,0.8527,1.0803305473327636
138,0.99742,0.008002458876558085,0.8576,1.1038633739471435
139,0.99732,0.008921973977951565,0.8621,1.0219994445800782
140,0.99812,0.006585543470077101,0.8567,1.1010414989471435
141,0.99794,0.007171297614096111,0.861,1.0734953254699706
142,0.9978400000190735,0.007068086049761769,0.8105,1.6759928092956542
143,0.9971400000190734,0.010092022255287665,0.8464,1.1965030309677125
144,0.997,0.010914185121465124,0.8687,0.9895488241195679
145,0.99822,0.005776573059708826,0.8661,1.067061441040039
146,0.99786,0.007221855425741814,0.8668,1.0323380710601806
147,0.99796,0.007256256583230643,0.8778,0.9146725612640381
148,0.9982200000190735,0.005741129255363049,0.8642,1.0515476776123047
149,0.9973,0.009277761892484413,0.8372,1.2786971015930175
150,0.9971600000190735,0.009573836628937207,0.8544,1.2472105083465577
151,0.99856,0.00477889865325662,0.859,1.1245651668548584
152,0.99794,0.006941743855229142,0.8651,1.1261885744094848
153,0.9979800000190735,0.007611644776781322,0.8565,1.1898179752349853
154,0.99742,0.008904708798902866,0.854,1.2164602565765381
155,0.99856,0.004937557242766489,0.84,1.3818403793334961
156,0.99838,0.0057821214217190576,0.8559,1.1202403789520263
157,0.9972600000190734,0.010626024711304345,0.8641,1.0789689323425293
158,0.9975000000190735,0.007844435038357042,0.8448,1.2107477409362792
159,0.99754,0.008488011059527343,0.859,1.100648504447937
160,0.9976800000190735,0.0076588028126417336,0.8656,1.0283099328994751
161,0.99828,0.005666210519832603,0.8542,1.1827092266082764
162,0.998160000038147,0.006356867615097435,0.8709,1.0267374404907226
163,0.9979,0.007348927805940548,0.8753,0.9506354949951172
164,0.99862,0.005030977218473272,0.853,1.2011175060272217
165,0.99828,0.006520287988247073,0.8475,1.3313190368652343
166,0.9974400000381469,0.00927722242926473,0.8529,1.2217484031677246
167,0.99704,0.010924141559338896,0.8615,1.110398321914673
168,0.99848,0.005009177123808659,0.8711,1.0180105686187744
169,0.9991,0.003311488290679772,0.8619,1.114280564880371
170,0.99726,0.009879444344796212,0.8556,1.1351722175598145
171,0.99784,0.006767117808012372,0.8523,1.2674655307769775
172,0.99812,0.0075935906835718926,0.8721,1.0457874027252196
173,0.9985000000190735,0.004552577441146859,0.8572,1.2533325908660888
174,0.99818,0.006221962188259276,0.872,0.9649683979034424
175,0.99816,0.006706907932095601,0.8488,1.3640159565448762
176,0.9977600000190735,0.008216168085828467,0.8565,1.1622499345779418
177,0.9977,0.00819434570414116,0.8176,1.7367505014419555
178,0.99874,0.004024722607577132,0.873,1.1023115524291993
179,0.99804,0.006725148860905028,0.8698,1.0774932975769043
180,0.9981800000190735,0.0051597468576292885,0.8638,1.1854010787963867
181,0.998019999961853,0.006931600833159427,0.8173,1.663568309020996
182,0.99756,0.008739596522272623,0.8546,1.2594557388305665
183,0.99798,0.005870400484978072,0.85,1.3742802324295045
184,0.99812,0.006828866211553905,0.8617,1.1264814094543456
185,0.99786,0.007895684882254936,0.87,1.1080859489440917
186,0.99826,0.006536398915998288,0.8756,1.0485379333496094
187,0.99896,0.003330016868840357,0.8548,1.1866633743286132
188,0.9982800000190735,0.005353637683900379,0.859,1.1890314517974854
189,0.99752,0.009202178123792147,0.8634,1.1606052780151368
190,0.9981000000190735,0.0061472820050488,0.8497,1.2369678142547607
191,0.99864,0.004347048807892788,0.8716,1.0786809288024903
192,0.99822,0.006157355261400262,0.8403,1.4646931434631347
193,0.99728,0.009235441286644237,0.8511,1.2563599868774413
194,0.99848,0.00516307696919016,0.8558,1.2846309226989747
195,0.9986,0.00526733652168663,0.8554,1.2252391845703126
196,0.9983400000190735,0.006008854109938475,0.8564,1.2785207473754883
197,0.99746,0.009689770166785383,0.8493,1.2730169319152833
198,0.99812,0.006729112357622944,0.872,1.0710103034973144
199,0.99818,0.006137761899402321,0.8573,1.3128644382476806
