acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc
0.1068678780573311,2.3046196559997645,0.145,2.296220233917236,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.13489374809120852,2.2921401020340233,0.225,2.2791319961547853,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.16014782879713832,2.272255711824225,0.187,2.2383041973114013,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.18447797968960705,2.245164724654846,0.194,2.212583751678467,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.19032953498746785,2.2085709656279824,0.257,2.1357277545928954,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.19556513709547632,2.1679287868754695,0.231,2.071124725341797,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.20973206040930448,2.133590563062451,0.255,2.048130926132202,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.22975053898657435,2.091691339129773,0.298,1.9514996452331543,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.2454573452738861,2.0537892855017743,0.33,1.929985305786133,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.2670157068521748,2.0054034480763687,0.311,1.8901777076721191,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.2627040345576274,1.9812567054142318,0.343,1.8680389251708984,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.28734216200945595,1.9444264893462777,0.335,1.847382402420044,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3061287342804485,1.91212991167297,0.361,1.7683328037261963,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3073606407198129,1.8811734429057796,0.395,1.7224700832366944,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3209116107818344,1.8699343059846427,0.398,1.7209543313980102,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.33107483832146667,1.8416169155257132,0.385,1.7586664295196532,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.32953495537092914,1.8143325068967542,0.403,1.6942140083312989,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3387742531842953,1.7955659878301664,0.415,1.6591295471191407,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3627964274806906,1.7757482093629522,0.414,1.6452995958328247,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.36033261474881645,1.7591191278371878,0.409,1.6137353734970092,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.36372035729874086,1.7437405235994254,0.407,1.6512945785522462,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3683400062696729,1.7358801646859674,0.425,1.5924602022171022,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3852787188265483,1.7031218961528312,0.438,1.6021017227172851,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3902063443820808,1.688333178212689,0.428,1.5938865795135497,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.3932861102831558,1.6682000287246586,0.41,1.6145229015350342,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.40683708040942623,1.6563105614397537,0.422,1.6058023681640625,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.41792423788642824,1.635408485159714,0.434,1.5517199745178223,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.41546042513619724,1.633516881992386,0.442,1.5524670829772949,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.4274715122109675,1.6139546717575304,0.463,1.5247077674865723,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.42254388679311133,1.591220756365697,0.449,1.5545233669281007,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.42808746538016845,1.595219018571664,0.453,1.5106877269744874,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.427163535580475,1.5586522229825823,0.466,1.5078013992309571,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
0.44163843550643883,1.562701967557761,0.467,1.4903325996398926,1,dropout,0.8442657485810175,invert,0.8472517387841256,0.6235636967859725,1,0.49539999999999995
